Gene stable ID,Zebrafish gene stable ID
ENSRNOG00000013713,ENSDARG00000101630
ENSRNOG00000017728,ENSDARG00000019834
ENSRNOG00000014719,ENSDARG00000079931
ENSRNOG00000014719,ENSDARG00000061101
ENSRNOG00000010688,ENSDARG00000069361
ENSRNOG00000010688,ENSDARG00000039626
ENSRNOG00000025327,ENSDARG00000042637
ENSRNOG00000013023,ENSDARG00000100452
ENSRNOG00000008618,ENSDARG00000055885
ENSRNOG00000045698,ENSDARG00000027322
ENSRNOG00000037563,ENSDARG00000055504
ENSRNOG00000047719,ENSDARG00000043359
ENSRNOG00000005743,ENSDARG00000109678
ENSRNOG00000005743,ENSDARG00000086842
ENSRNOG00000007529,ENSDARG00000041414
ENSRNOG00000029049,ENSDARG00000037069
ENSRNOG00000057209,ENSDARG00000105169
ENSRNOG00000057209,ENSDARG00000085249
ENSRNOG00000014209,ENSDARG00000098433
ENSRNOG00000023733,ENSDARG00000099104
ENSRNOG00000005433,ENSDARG00000058522
ENSRNOG00000021911,ENSDARG00000100409
ENSRNOG00000004810,ENSDARG00000109726
ENSRNOG00000004810,ENSDARG00000116804
ENSRNOG00000039782,ENSDARG00000028106
ENSRNOG00000013533,ENSDARG00000054290
ENSRNOG00000013533,ENSDARG00000026842
ENSRNOG00000003807,ENSDARG00000037889
ENSRNOG00000016119,ENSDARG00000027589
ENSRNOG00000016119,ENSDARG00000060004
ENSRNOG00000012236,ENSDARG00000020473
ENSRNOG00000020678,ENSDARG00000075643
ENSRNOG00000010682,ENSDARG00000003269
ENSRNOG00000030475,ENSDARG00000060395
ENSRNOG00000016484,ENSDARG00000093119
ENSRNOG00000016484,ENSDARG00000110055
ENSRNOG00000016484,ENSDARG00000019585
ENSRNOG00000016484,ENSDARG00000092052
ENSRNOG00000016484,ENSDARG00000056510
ENSRNOG00000021088,ENSDARG00000020890
ENSRNOG00000013498,ENSDARG00000028322
ENSRNOG00000013318,ENSDARG00000090935
ENSRNOG00000050214,ENSDARG00000010862
ENSRNOG00000008815,ENSDARG00000099814
ENSRNOG00000043345,ENSDARG00000112483
ENSRNOG00000000664,ENSDARG00000099155
ENSRNOG00000024733,ENSDARG00000074451
ENSRNOG00000023881,ENSDARG00000001498
ENSRNOG00000008099,ENSDARG00000055490
ENSRNOG00000017089,ENSDARG00000037946
ENSRNOG00000058658,ENSDARG00000019732
ENSRNOG00000024838,ENSDARG00000025071
ENSRNOG00000024838,ENSDARG00000055999
ENSRNOG00000016942,ENSDARG00000038543
ENSRNOG00000016942,ENSDARG00000102302
ENSRNOG00000016942,ENSDARG00000102734
ENSRNOG00000009970,ENSDARG00000040485
ENSRNOG00000009970,ENSDARG00000086762
ENSRNOG00000004169,ENSDARG00000015254
ENSRNOG00000028449,ENSDARG00000037350
ENSRNOG00000015576,ENSDARG00000041736
ENSRNOG00000008405,ENSDARG00000100552
ENSRNOG00000008405,ENSDARG00000062943
ENSRNOG00000018972,ENSDARG00000098344
ENSRNOG00000015370,ENSDARG00000045447
ENSRNOG00000013201,ENSDARG00000092154
ENSRNOG00000016460,ENSDARG00000010434
ENSRNOG00000049629,ENSDARG00000031382
ENSRNOG00000010825,ENSDARG00000101474
ENSRNOG00000046051,ENSDARG00000075053
ENSRNOG00000046051,ENSDARG00000075766
ENSRNOG00000046051,ENSDARG00000024564
ENSRNOG00000030058,ENSDARG00000038066
ENSRNOG00000014618,ENSDARG00000008020
ENSRNOG00000049016,ENSDARG00000018637
ENSRNOG00000016625,ENSDARG00000030530
ENSRNOG00000020466,ENSDARG00000090675
ENSRNOG00000018827,ENSDARG00000099854
ENSRNOG00000018827,ENSDARG00000056949
ENSRNOG00000036603,ENSDARG00000043584
ENSRNOG00000036603,ENSDARG00000007467
ENSRNOG00000036603,ENSDARG00000088069
ENSRNOG00000036603,ENSDARG00000056976
ENSRNOG00000036603,ENSDARG00000090977
ENSRNOG00000036603,ENSDARG00000071012
ENSRNOG00000036603,ENSDARG00000057173
ENSRNOG00000036603,ENSDARG00000090537
ENSRNOG00000030712,ENSDARG00000115781
ENSRNOG00000016394,ENSDARG00000101347
ENSRNOG00000053448,ENSDARG00000014646
ENSRNOG00000051262,ENSDARG00000056386
ENSRNOG00000007445,ENSDARG00000055945
ENSRNOG00000050233,ENSDARG00000093389
ENSRNOG00000050233,ENSDARG00000092464
ENSRNOG00000012379,ENSDARG00000041113
ENSRNOG00000017686,ENSDARG00000061292
ENSRNOG00000017686,ENSDARG00000045378
ENSRNOG00000003576,ENSDARG00000069085
ENSRNOG00000019659,ENSDARG00000005154
ENSRNOG00000000442,ENSDARG00000087558
ENSRNOG00000000442,ENSDARG00000021389
ENSRNOG00000000442,ENSDARG00000068104
ENSRNOG00000000442,ENSDARG00000030289
ENSRNOG00000000442,ENSDARG00000013168
ENSRNOG00000000442,ENSDARG00000070425
ENSRNOG00000000442,ENSDARG00000114226
ENSRNOG00000000442,ENSDARG00000014246
ENSRNOG00000033136,ENSDARG00000115781
ENSRNOG00000026336,ENSDARG00000076050
ENSRNOG00000000443,ENSDARG00000038424
ENSRNOG00000000443,ENSDARG00000015065
ENSRNOG00000039091,ENSDARG00000078745
ENSRNOG00000003122,ENSDARG00000003021
ENSRNOG00000027230,ENSDARG00000063682
ENSRNOG00000027230,ENSDARG00000061904
ENSRNOG00000004006,ENSDARG00000052072
ENSRNOG00000004006,ENSDARG00000016886
ENSRNOG00000021748,ENSDARG00000062457
ENSRNOG00000062245,ENSDARG00000013333
ENSRNOG00000003743,ENSDARG00000070043
ENSRNOG00000000987,ENSDARG00000076176
ENSRNOG00000003595,ENSDARG00000039458
ENSRNOG00000024886,ENSDARG00000101019
ENSRNOG00000024886,ENSDARG00000103155
ENSRNOG00000003359,ENSDARG00000099455
ENSRNOG00000003359,ENSDARG00000105243
ENSRNOG00000005726,ENSDARG00000063299
ENSRNOG00000005726,ENSDARG00000098880
ENSRNOG00000047106,ENSDARG00000033579
ENSRNOG00000038366,ENSDARG00000061169
ENSRNOG00000012582,ENSDARG00000043608
ENSRNOG00000002723,ENSDARG00000042138
ENSRNOG00000006853,ENSDARG00000040732
ENSRNOG00000015430,ENSDARG00000077329
ENSRNOG00000011518,ENSDARG00000103752
ENSRNOG00000060048,ENSDARG00000008292
ENSRNOG00000023494,ENSDARG00000073773
ENSRNOG00000027697,ENSDARG00000004580
ENSRNOG00000061390,ENSDARG00000103740
ENSRNOG00000012729,ENSDARG00000103235
ENSRNOG00000000839,ENSDARG00000003157
ENSRNOG00000008194,ENSDARG00000100280
ENSRNOG00000061639,ENSDARG00000115781
ENSRNOG00000013493,ENSDARG00000045928
ENSRNOG00000018899,ENSDARG00000021004
ENSRNOG00000010556,ENSDARG00000077639
ENSRNOG00000027962,ENSDARG00000060767
ENSRNOG00000003121,ENSDARG00000098528
ENSRNOG00000003121,ENSDARG00000007856
ENSRNOG00000030857,ENSDARG00000007795
ENSRNOG00000030857,ENSDARG00000069192
ENSRNOG00000027035,ENSDARG00000092651
ENSRNOG00000029273,ENSDARG00000070463
ENSRNOG00000028845,ENSDARG00000092635
ENSRNOG00000028845,ENSDARG00000099849
ENSRNOG00000028845,ENSDARG00000069196
ENSRNOG00000001050,ENSDARG00000093182
ENSRNOG00000037655,ENSDARG00000037309
ENSRNOG00000003116,ENSDARG00000057973
ENSRNOG00000019281,ENSDARG00000059354
ENSRNOG00000047143,ENSDARG00000052625
ENSRNOG00000015239,ENSDARG00000021975
ENSRNOG00000019447,ENSDARG00000060549
ENSRNOG00000008578,ENSDARG00000032072
ENSRNOG00000019299,ENSDARG00000028448
ENSRNOG00000049062,ENSDARG00000097660
ENSRNOG00000003457,ENSDARG00000052427
ENSRNOG00000017871,ENSDARG00000045976
ENSRNOG00000016610,ENSDARG00000024324
ENSRNOG00000033682,ENSDARG00000097302
ENSRNOG00000037684,ENSDARG00000036493
ENSRNOG00000017991,ENSDARG00000003867
ENSRNOG00000005049,ENSDARG00000004712
ENSRNOG00000005049,ENSDARG00000076259
ENSRNOG00000028036,ENSDARG00000102478
ENSRNOG00000029977,ENSDARG00000036066
ENSRNOG00000029977,ENSDARG00000005176
ENSRNOG00000033714,ENSDARG00000090552
ENSRNOG00000033714,ENSDARG00000092593
ENSRNOG00000033714,ENSDARG00000093512
ENSRNOG00000033714,ENSDARG00000028659
ENSRNOG00000033714,ENSDARG00000094643
ENSRNOG00000033714,ENSDARG00000116378
ENSRNOG00000033714,ENSDARG00000054898
ENSRNOG00000033714,ENSDARG00000094854
ENSRNOG00000033714,ENSDARG00000043802
ENSRNOG00000033714,ENSDARG00000043796
ENSRNOG00000033714,ENSDARG00000007018
ENSRNOG00000033714,ENSDARG00000092204
ENSRNOG00000033714,ENSDARG00000095695
ENSRNOG00000033714,ENSDARG00000105674
ENSRNOG00000033714,ENSDARG00000093546
ENSRNOG00000033714,ENSDARG00000097527
ENSRNOG00000033714,ENSDARG00000043798
ENSRNOG00000033714,ENSDARG00000091970
ENSRNOG00000033714,ENSDARG00000014024
ENSRNOG00000033714,ENSDARG00000053563
ENSRNOG00000033714,ENSDARG00000094809
ENSRNOG00000033714,ENSDARG00000020548
ENSRNOG00000033714,ENSDARG00000098387
ENSRNOG00000033714,ENSDARG00000026616
ENSRNOG00000042394,ENSDARG00000105277
ENSRNOG00000042394,ENSDARG00000099252
ENSRNOG00000003706,ENSDARG00000022340
ENSRNOG00000038088,ENSDARG00000116802
ENSRNOG00000001377,ENSDARG00000105286
ENSRNOG00000002790,ENSDARG00000062795
ENSRNOG00000001338,ENSDARG00000044935
ENSRNOG00000006987,ENSDARG00000030465
ENSRNOG00000023686,ENSDARG00000092872
ENSRNOG00000022896,ENSDARG00000098934
ENSRNOG00000029449,ENSDARG00000015176
ENSRNOG00000019565,ENSDARG00000002582
ENSRNOG00000019434,ENSDARG00000061348
ENSRNOG00000051521,ENSDARG00000081937
ENSRNOG00000055242,ENSDARG00000082419
ENSRNOG00000046128,ENSDARG00000096651
ENSRNOG00000046449,ENSDARG00000036222
ENSRNOG00000025295,ENSDARG00000069733
ENSRNOG00000019826,ENSDARG00000100564
ENSRNOG00000059564,ENSDARG00000102120
ENSRNOG00000059564,ENSDARG00000082930
ENSRNOG00000031346,ENSDARG00000020822
ENSRNOG00000004778,ENSDARG00000012125
ENSRNOG00000004778,ENSDARG00000029898
ENSRNOG00000022248,ENSDARG00000060915
ENSRNOG00000055499,ENSDARG00000044161
ENSRNOG00000055499,ENSDARG00000074583
ENSRNOG00000017960,ENSDARG00000088844
ENSRNOG00000058007,ENSDARG00000103902
ENSRNOG00000004135,ENSDARG00000029615
ENSRNOG00000004457,ENSDARG00000005015
ENSRNOG00000004457,ENSDARG00000070560
ENSRNOG00000027264,ENSDARG00000062956
ENSRNOG00000017841,ENSDARG00000041631
ENSRNOG00000006720,ENSDARG00000012506
ENSRNOG00000008256,ENSDARG00000039667
ENSRNOG00000048922,ENSDARG00000006128
ENSRNOG00000005180,ENSDARG00000021909
ENSRNOG00000019020,ENSDARG00000041621
ENSRNOG00000020380,ENSDARG00000044001
ENSRNOG00000020380,ENSDARG00000092923
ENSRNOG00000013265,ENSDARG00000034541
ENSRNOG00000029956,ENSDARG00000079350
ENSRNOG00000011078,ENSDARG00000055760
ENSRNOG00000010558,ENSDARG00000052842
ENSRNOG00000018692,ENSDARG00000015515
ENSRNOG00000017800,ENSDARG00000055398
ENSRNOG00000017800,ENSDARG00000091481
ENSRNOG00000005353,ENSDARG00000037773
ENSRNOG00000005353,ENSDARG00000053459
ENSRNOG00000005871,ENSDARG00000098700
ENSRNOG00000005871,ENSDARG00000089383
ENSRNOG00000030962,ENSDARG00000101743
ENSRNOG00000006231,ENSDARG00000100422
ENSRNOG00000006231,ENSDARG00000110470
ENSRNOG00000012166,ENSDARG00000012986
ENSRNOG00000046791,ENSDARG00000102334
ENSRNOG00000028648,ENSDARG00000040948
ENSRNOG00000029501,ENSDARG00000018944
ENSRNOG00000007926,ENSDARG00000011851
ENSRNOG00000061832,ENSDARG00000013222
ENSRNOG00000061832,ENSDARG00000020981
ENSRNOG00000016753,ENSDARG00000051914
ENSRNOG00000017279,ENSDARG00000015757
ENSRNOG00000023116,ENSDARG00000025595
ENSRNOG00000010379,ENSDARG00000005315
ENSRNOG00000011750,ENSDARG00000103102
ENSRNOG00000012284,ENSDARG00000069469
ENSRNOG00000016681,ENSDARG00000054949
ENSRNOG00000017564,ENSDARG00000103609
ENSRNOG00000011498,ENSDARG00000104710
ENSRNOG00000011498,ENSDARG00000077405
ENSRNOG00000008466,ENSDARG00000025131
ENSRNOG00000008466,ENSDARG00000018321
ENSRNOG00000008466,ENSDARG00000018611
ENSRNOG00000000405,ENSDARG00000041706
ENSRNOG00000028288,ENSDARG00000100465
ENSRNOG00000000565,ENSDARG00000061375
ENSRNOG00000011261,ENSDARG00000013845
ENSRNOG00000043402,ENSDARG00000087805
ENSRNOG00000019978,ENSDARG00000061114
ENSRNOG00000005662,ENSDARG00000100267
ENSRNOG00000005662,ENSDARG00000114852
ENSRNOG00000016409,ENSDARG00000101510
ENSRNOG00000053550,ENSDARG00000074316
ENSRNOG00000017918,ENSDARG00000022176
ENSRNOG00000019215,ENSDARG00000068629
ENSRNOG00000019215,ENSDARG00000038288
ENSRNOG00000048109,ENSDARG00000035692
ENSRNOG00000013742,ENSDARG00000005126
ENSRNOG00000038160,ENSDARG00000074995
ENSRNOG00000024967,ENSDARG00000011146
ENSRNOG00000000587,ENSDARG00000043960
ENSRNOG00000011566,ENSDARG00000078310
ENSRNOG00000036683,ENSDARG00000060645
ENSRNOG00000057644,ENSDARG00000027710
ENSRNOG00000043404,ENSDARG00000070394
ENSRNOG00000030022,ENSDARG00000006892
ENSRNOG00000002254,ENSDARG00000041332
ENSRNOG00000001632,ENSDARG00000074747
ENSRNOG00000009020,ENSDARG00000039666
ENSRNOG00000009020,ENSDARG00000039669
ENSRNOG00000009020,ENSDARG00000042661
ENSRNOG00000024880,ENSDARG00000036855
ENSRNOG00000024880,ENSDARG00000076657
ENSRNOG00000024880,ENSDARG00000078256
ENSRNOG00000024880,ENSDARG00000076472
ENSRNOG00000020212,ENSDARG00000087663
ENSRNOG00000005281,ENSDARG00000003307
ENSRNOG00000028041,ENSDARG00000037954
ENSRNOG00000012560,ENSDARG00000116344
ENSRNOG00000046896,ENSDARG00000010160
ENSRNOG00000033823,ENSDARG00000070676
ENSRNOG00000033823,ENSDARG00000069012
ENSRNOG00000004901,ENSDARG00000034160
ENSRNOG00000004901,ENSDARG00000087528
ENSRNOG00000002898,ENSDARG00000056193
ENSRNOG00000028302,ENSDARG00000033647
ENSRNOG00000028302,ENSDARG00000011594
ENSRNOG00000029046,ENSDARG00000078109
ENSRNOG00000029046,ENSDARG00000074367
ENSRNOG00000049014,ENSDARG00000036855
ENSRNOG00000049014,ENSDARG00000076657
ENSRNOG00000049014,ENSDARG00000078256
ENSRNOG00000049014,ENSDARG00000076472
ENSRNOG00000016984,ENSDARG00000036040
ENSRNOG00000019926,ENSDARG00000056704
ENSRNOG00000033609,ENSDARG00000056594
ENSRNOG00000033609,ENSDARG00000101831
ENSRNOG00000003110,ENSDARG00000058212
ENSRNOG00000030927,ENSDARG00000095603
ENSRNOG00000030927,ENSDARG00000076103
ENSRNOG00000009965,ENSDARG00000014849
ENSRNOG00000054896,ENSDARG00000071037
ENSRNOG00000049780,ENSDARG00000058593
ENSRNOG00000015160,ENSDARG00000029112
ENSRNOG00000058976,ENSDARG00000040513
ENSRNOG00000058976,ENSDARG00000027196
ENSRNOG00000058976,ENSDARG00000094330
ENSRNOG00000058976,ENSDARG00000052905
ENSRNOG00000058976,ENSDARG00000055644
ENSRNOG00000058976,ENSDARG00000070710
ENSRNOG00000058976,ENSDARG00000070713
ENSRNOG00000058976,ENSDARG00000063444
ENSRNOG00000058976,ENSDARG00000028780
ENSRNOG00000058976,ENSDARG00000090380
ENSRNOG00000058976,ENSDARG00000056324
ENSRNOG00000058976,ENSDARG00000101956
ENSRNOG00000058976,ENSDARG00000101990
ENSRNOG00000058976,ENSDARG00000056773
ENSRNOG00000058976,ENSDARG00000046140
ENSRNOG00000058976,ENSDARG00000061858
ENSRNOG00000058976,ENSDARG00000052064
ENSRNOG00000058976,ENSDARG00000071841
ENSRNOG00000001976,ENSDARG00000098686
ENSRNOG00000025025,ENSDARG00000057648
ENSRNOG00000004000,ENSDARG00000100548
ENSRNOG00000002097,ENSDARG00000015611
ENSRNOG00000012302,ENSDARG00000013787
ENSRNOG00000012799,ENSDARG00000060596
ENSRNOG00000059480,ENSDARG00000078658
ENSRNOG00000010694,ENSDARG00000037186
ENSRNOG00000009175,ENSDARG00000041071
ENSRNOG00000009175,ENSDARG00000014995
ENSRNOG00000019729,ENSDARG00000104841
ENSRNOG00000016116,ENSDARG00000070352
ENSRNOG00000016116,ENSDARG00000103133
ENSRNOG00000011729,ENSDARG00000055076
ENSRNOG00000011729,ENSDARG00000086017
ENSRNOG00000012307,ENSDARG00000011615
ENSRNOG00000018854,ENSDARG00000068126
ENSRNOG00000014887,ENSDARG00000054304
ENSRNOG00000014887,ENSDARG00000024598
ENSRNOG00000011718,ENSDARG00000057498
ENSRNOG00000011718,ENSDARG00000010097
ENSRNOG00000023129,ENSDARG00000074728
ENSRNOG00000050827,ENSDARG00000026072
ENSRNOG00000004317,ENSDARG00000012353
ENSRNOG00000022466,ENSDARG00000040707
ENSRNOG00000022466,ENSDARG00000033376
ENSRNOG00000020067,ENSDARG00000061208
ENSRNOG00000004928,ENSDARG00000101660
ENSRNOG00000038322,ENSDARG00000014008
ENSRNOG00000011804,ENSDARG00000044605
ENSRNOG00000011804,ENSDARG00000098813
ENSRNOG00000009289,ENSDARG00000004059
ENSRNOG00000016227,ENSDARG00000098785
ENSRNOG00000004183,ENSDARG00000045755
ENSRNOG00000026582,ENSDARG00000006584
ENSRNOG00000030214,ENSDARG00000053365
ENSRNOG00000002906,ENSDARG00000029766
ENSRNOG00000055001,ENSDARG00000112208
ENSRNOG00000055001,ENSDARG00000113464
ENSRNOG00000055001,ENSDARG00000110189
ENSRNOG00000046546,ENSDARG00000045066
ENSRNOG00000052788,ENSDARG00000083089
ENSRNOG00000023968,ENSDARG00000019250
ENSRNOG00000016249,ENSDARG00000060215
ENSRNOG00000013653,ENSDARG00000103854
ENSRNOG00000006513,ENSDARG00000061023
ENSRNOG00000020753,ENSDARG00000078259
ENSRNOG00000020753,ENSDARG00000104280
ENSRNOG00000010121,ENSDARG00000031894
ENSRNOG00000024947,ENSDARG00000006427
ENSRNOG00000008759,ENSDARG00000045959
ENSRNOG00000033805,ENSDARG00000096975
ENSRNOG00000033805,ENSDARG00000059026
ENSRNOG00000033805,ENSDARG00000100953
ENSRNOG00000033805,ENSDARG00000102727
ENSRNOG00000033805,ENSDARG00000004748
ENSRNOG00000049437,ENSDARG00000019341
ENSRNOG00000049437,ENSDARG00000090585
ENSRNOG00000049237,ENSDARG00000053711
ENSRNOG00000018895,ENSDARG00000104093
ENSRNOG00000018895,ENSDARG00000022525
ENSRNOG00000035623,ENSDARG00000081220
ENSRNOG00000008533,ENSDARG00000061268
ENSRNOG00000022054,ENSDARG00000034907
ENSRNOG00000004682,ENSDARG00000029944
ENSRNOG00000042660,ENSDARG00000059166
ENSRNOG00000015615,ENSDARG00000004392
ENSRNOG00000015615,ENSDARG00000004451
ENSRNOG00000015615,ENSDARG00000070165
ENSRNOG00000015615,ENSDARG00000054968
ENSRNOG00000015615,ENSDARG00000087804
ENSRNOG00000029360,ENSDARG00000009106
ENSRNOG00000018611,ENSDARG00000040513
ENSRNOG00000018611,ENSDARG00000027196
ENSRNOG00000018611,ENSDARG00000094330
ENSRNOG00000018611,ENSDARG00000052905
ENSRNOG00000018611,ENSDARG00000055644
ENSRNOG00000018611,ENSDARG00000070710
ENSRNOG00000018611,ENSDARG00000070713
ENSRNOG00000018611,ENSDARG00000063444
ENSRNOG00000018611,ENSDARG00000028780
ENSRNOG00000018611,ENSDARG00000090380
ENSRNOG00000018611,ENSDARG00000056324
ENSRNOG00000018611,ENSDARG00000101956
ENSRNOG00000018611,ENSDARG00000101990
ENSRNOG00000018611,ENSDARG00000056773
ENSRNOG00000018611,ENSDARG00000046140
ENSRNOG00000018611,ENSDARG00000061858
ENSRNOG00000018611,ENSDARG00000052064
ENSRNOG00000018611,ENSDARG00000071841
ENSRNOG00000015229,ENSDARG00000078355
ENSRNOG00000024536,ENSDARG00000086158
ENSRNOG00000025554,ENSDARG00000090721
ENSRNOG00000021042,ENSDARG00000023279
ENSRNOG00000021042,ENSDARG00000101295
ENSRNOG00000021042,ENSDARG00000104952
ENSRNOG00000059486,ENSDARG00000081648
ENSRNOG00000053205,ENSDARG00000069289
ENSRNOG00000017558,ENSDARG00000039522
ENSRNOG00000020596,ENSDARG00000096597
ENSRNOG00000049279,ENSDARG00000051890
ENSRNOG00000010134,ENSDARG00000042510
ENSRNOG00000010134,ENSDARG00000042513
ENSRNOG00000010134,ENSDARG00000058945
ENSRNOG00000029470,ENSDARG00000112667
ENSRNOG00000035499,ENSDARG00000081423
ENSRNOG00000001270,ENSDARG00000040338
ENSRNOG00000012301,ENSDARG00000018281
ENSRNOG00000052840,ENSDARG00000079097
ENSRNOG00000052840,ENSDARG00000107441
ENSRNOG00000000401,ENSDARG00000005371
ENSRNOG00000007203,ENSDARG00000037038
ENSRNOG00000023496,ENSDARG00000053380
ENSRNOG00000023496,ENSDARG00000109937
ENSRNOG00000048901,ENSDARG00000051890
ENSRNOG00000036266,ENSDARG00000099451
ENSRNOG00000036266,ENSDARG00000080578
ENSRNOG00000009284,ENSDARG00000102138
ENSRNOG00000010597,ENSDARG00000074860
ENSRNOG00000010597,ENSDARG00000102336
ENSRNOG00000016374,ENSDARG00000058115
ENSRNOG00000009430,ENSDARG00000098080
ENSRNOG00000058478,ENSDARG00000102229
ENSRNOG00000058478,ENSDARG00000090326
ENSRNOG00000028403,ENSDARG00000035391
ENSRNOG00000055640,ENSDARG00000080188
ENSRNOG00000055640,ENSDARG00000080775
ENSRNOG00000021176,ENSDARG00000069755
ENSRNOG00000003551,ENSDARG00000062329
ENSRNOG00000049819,ENSDARG00000044420
ENSRNOG00000012584,ENSDARG00000103957
ENSRNOG00000026964,ENSDARG00000101431
ENSRNOG00000002389,ENSDARG00000041155
ENSRNOG00000049689,ENSDARG00000093064
ENSRNOG00000018881,ENSDARG00000104458
ENSRNOG00000018881,ENSDARG00000069461
ENSRNOG00000026211,ENSDARG00000075754
ENSRNOG00000029865,ENSDARG00000053158
ENSRNOG00000011936,ENSDARG00000058367
ENSRNOG00000014485,ENSDARG00000005220
ENSRNOG00000019907,ENSDARG00000068367
ENSRNOG00000008482,ENSDARG00000074023
ENSRNOG00000054529,ENSDARG00000083760
ENSRNOG00000054529,ENSDARG00000103474
ENSRNOG00000053309,ENSDARG00000058219
ENSRNOG00000016311,ENSDARG00000016141
ENSRNOG00000055169,ENSDARG00000096255
ENSRNOG00000055169,ENSDARG00000096340
ENSRNOG00000055169,ENSDARG00000096259
ENSRNOG00000018282,ENSDARG00000002986
ENSRNOG00000016390,ENSDARG00000071774
ENSRNOG00000055961,ENSDARG00000116621
ENSRNOG00000002916,ENSDARG00000044512
ENSRNOG00000002916,ENSDARG00000043589
ENSRNOG00000002916,ENSDARG00000042293
ENSRNOG00000025274,ENSDARG00000034368
ENSRNOG00000012723,ENSDARG00000058158
ENSRNOG00000012723,ENSDARG00000029596
ENSRNOG00000046955,ENSDARG00000071051
ENSRNOG00000046955,ENSDARG00000097543
ENSRNOG00000004520,ENSDARG00000076934
ENSRNOG00000017137,ENSDARG00000102144
ENSRNOG00000060251,ENSDARG00000109557
ENSRNOG00000006345,ENSDARG00000076568
ENSRNOG00000010992,ENSDARG00000067714
ENSRNOG00000029330,ENSDARG00000101778
ENSRNOG00000038297,ENSDARG00000091349
ENSRNOG00000014702,ENSDARG00000045414
ENSRNOG00000053023,ENSDARG00000041421
ENSRNOG00000049855,ENSDARG00000042993
ENSRNOG00000018778,ENSDARG00000042677
ENSRNOG00000018778,ENSDARG00000031075
ENSRNOG00000053212,ENSDARG00000081648
ENSRNOG00000027360,ENSDARG00000101057
ENSRNOG00000004706,ENSDARG00000063631
ENSRNOG00000052675,ENSDARG00000109557
ENSRNOG00000019106,ENSDARG00000104011
ENSRNOG00000028733,ENSDARG00000103800
ENSRNOG00000006440,ENSDARG00000099279
ENSRNOG00000000376,ENSDARG00000059400
ENSRNOG00000007666,ENSDARG00000009738
ENSRNOG00000027590,ENSDARG00000100708
ENSRNOG00000058660,ENSDARG00000104420
ENSRNOG00000012786,ENSDARG00000054172
ENSRNOG00000027234,ENSDARG00000021086
ENSRNOG00000022084,ENSDARG00000070929
ENSRNOG00000022084,ENSDARG00000111969
ENSRNOG00000055378,ENSDARG00000106293
ENSRNOG00000028196,ENSDARG00000016656
ENSRNOG00000013927,ENSDARG00000021389
ENSRNOG00000013927,ENSDARG00000030289
ENSRNOG00000013927,ENSDARG00000013168
ENSRNOG00000013927,ENSDARG00000070425
ENSRNOG00000029512,ENSDARG00000037071
ENSRNOG00000028047,ENSDARG00000032326
ENSRNOG00000025071,ENSDARG00000019797
ENSRNOG00000019961,ENSDARG00000077387
ENSRNOG00000049700,ENSDARG00000111188
ENSRNOG00000049700,ENSDARG00000038199
ENSRNOG00000059721,ENSDARG00000117203
ENSRNOG00000052886,ENSDARG00000104242
ENSRNOG00000017787,ENSDARG00000006677
ENSRNOG00000017260,ENSDARG00000037359
ENSRNOG00000017260,ENSDARG00000035952
ENSRNOG00000015212,ENSDARG00000058030
ENSRNOG00000011616,ENSDARG00000022424
ENSRNOG00000007447,ENSDARG00000070953
ENSRNOG00000007447,ENSDARG00000056535
ENSRNOG00000013669,ENSDARG00000060469
ENSRNOG00000018671,ENSDARG00000061946
ENSRNOG00000058827,ENSDARG00000058004
ENSRNOG00000003078,ENSDARG00000078311
ENSRNOG00000049203,ENSDARG00000070654
ENSRNOG00000000247,ENSDARG00000102828
ENSRNOG00000030328,ENSDARG00000078391
ENSRNOG00000000521,ENSDARG00000076554
ENSRNOG00000017459,ENSDARG00000010350
ENSRNOG00000017459,ENSDARG00000036483
ENSRNOG00000030682,ENSDARG00000077021
ENSRNOG00000030682,ENSDARG00000005314
ENSRNOG00000009197,ENSDARG00000034988
ENSRNOG00000019461,ENSDARG00000036235
ENSRNOG00000010484,ENSDARG00000110709
ENSRNOG00000020175,ENSDARG00000060282
ENSRNOG00000033697,ENSDARG00000094433
ENSRNOG00000033697,ENSDARG00000014657
ENSRNOG00000033697,ENSDARG00000008165
ENSRNOG00000033697,ENSDARG00000052039
ENSRNOG00000012026,ENSDARG00000020101
ENSRNOG00000001003,ENSDARG00000026068
ENSRNOG00000052275,ENSDARG00000116491
ENSRNOG00000052275,ENSDARG00000068820
ENSRNOG00000012975,ENSDARG00000067805
ENSRNOG00000026420,ENSDARG00000068678
ENSRNOG00000009350,ENSDARG00000100876
ENSRNOG00000009350,ENSDARG00000079414
ENSRNOG00000028323,ENSDARG00000079280
ENSRNOG00000032871,ENSDARG00000063026
ENSRNOG00000021130,ENSDARG00000077007
ENSRNOG00000021130,ENSDARG00000051879
ENSRNOG00000055602,ENSDARG00000081937
ENSRNOG00000018905,ENSDARG00000055128
ENSRNOG00000058476,ENSDARG00000074311
ENSRNOG00000016412,ENSDARG00000100971
ENSRNOG00000058587,ENSDARG00000102120
ENSRNOG00000058587,ENSDARG00000082930
ENSRNOG00000011060,ENSDARG00000044362
ENSRNOG00000011060,ENSDARG00000034453
ENSRNOG00000037998,ENSDARG00000091563
ENSRNOG00000033217,ENSDARG00000077039
ENSRNOG00000033217,ENSDARG00000076639
ENSRNOG00000033217,ENSDARG00000100223
