Gene stable ID,Mouse gene stable ID
ENSDARG00000077384,ENSMUSG00000018581
ENSDARG00000021569,ENSMUSG00000027865
ENSDARG00000040777,ENSMUSG00000037035
ENSDARG00000035924,ENSMUSG00000035770
ENSDARG00000087556,ENSMUSG00000037196
ENSDARG00000010563,ENSMUSG00000026771
ENSDARG00000053644,ENSMUSG00000039720
ENSDARG00000053656,ENSMUSG00000028670
ENSDARG00000052897,ENSMUSG00000042605
ENSDARG00000075362,ENSMUSG00000039137
ENSDARG00000062019,ENSMUSG00000020070
ENSDARG00000102272,ENSMUSG00000020836
ENSDARG00000100007,ENSMUSG00000033697
ENSDARG00000062109,ENSMUSG00000039154
ENSDARG00000079102,ENSMUSG00000033361
ENSDARG00000031647,ENSMUSG00000040033
ENSDARG00000078535,ENSMUSG00000027550
ENSDARG00000099774,ENSMUSG00000031924
ENSDARG00000087241,ENSMUSG00000049699
ENSDARG00000087241,ENSMUSG00000044988
ENSDARG00000057903,ENSMUSG00000019787
ENSDARG00000059850,ENSMUSG00000057060
ENSDARG00000057241,ENSMUSG00000039304
ENSDARG00000098304,ENSMUSG00000017291
ENSDARG00000044373,ENSMUSG00000028550
ENSDARG00000003576,ENSMUSG00000040387
ENSDARG00000071230,ENSMUSG00000035653
ENSDARG00000087186,ENSMUSG00000035877
ENSDARG00000063264,ENSMUSG00000055421
ENSDARG00000010113,ENSMUSG00000025204
ENSDARG00000087762,ENSMUSG00000024511
ENSDARG00000038812,ENSMUSG00000027552
ENSDARG00000035949,ENSMUSG00000029571
ENSDARG00000039666,ENSMUSG00000022570
ENSDARG00000105040,ENSMUSG00000047992
ENSDARG00000021579,ENSMUSG00000029012
ENSDARG00000099631,ENSMUSG00000032434
ENSDARG00000055787,ENSMUSG00000037259
ENSDARG00000075754,ENSMUSG00000004996
ENSDARG00000067958,ENSMUSG00000003200
ENSDARG00000061899,ENSMUSG00000046192
ENSDARG00000069386,ENSMUSG00000039018
ENSDARG00000056774,ENSMUSG00000026424
ENSDARG00000027469,ENSMUSG00000019301
ENSDARG00000071724,ENSMUSG00000022265
ENSDARG00000042329,ENSMUSG00000009681
ENSDARG00000101095,ENSMUSG00000032564
ENSDARG00000010301,ENSMUSG00000017929
ENSDARG00000043448,ENSMUSG00000026223
ENSDARG00000040407,ENSMUSG00000042506
ENSDARG00000027461,ENSMUSG00000025731
ENSDARG00000061397,ENSMUSG00000026219
ENSDARG00000074415,ENSMUSG00000053012
ENSDARG00000078729,ENSMUSG00000079355
ENSDARG00000043342,ENSMUSG00000004341
ENSDARG00000043342,ENSMUSG00000004344
ENSDARG00000074521,ENSMUSG00000055407
ENSDARG00000028148,ENSMUSG00000004231
ENSDARG00000078052,ENSMUSG00000050700
ENSDARG00000068638,ENSMUSG00000067714
ENSDARG00000039669,ENSMUSG00000022570
ENSDARG00000019228,ENSMUSG00000052396
ENSDARG00000032431,ENSMUSG00000107283
ENSDARG00000053666,ENSMUSG00000019982
ENSDARG00000074749,ENSMUSG00000050296
ENSDARG00000045268,ENSMUSG00000024979
ENSDARG00000010816,ENSMUSG00000069072
ENSDARG00000025641,ENSMUSG00000048402
ENSDARG00000006600,ENSMUSG00000066568
ENSDARG00000060445,ENSMUSG00000054836
ENSDARG00000074075,ENSMUSG00000033420
ENSDARG00000075977,ENSMUSG00000036106
ENSDARG00000038428,ENSMUSG00000016918
ENSDARG00000012141,ENSMUSG00000020273
ENSDARG00000086309,ENSMUSG00000020311
ENSDARG00000054344,ENSMUSG00000038766
ENSDARG00000056504,ENSMUSG00000031590
ENSDARG00000077410,ENSMUSG00000004677
ENSDARG00000032317,ENSMUSG00000041272
ENSDARG00000076437,ENSMUSG00000020137
ENSDARG00000076437,ENSMUSG00000073568
ENSDARG00000038991,ENSMUSG00000034187
ENSDARG00000015349,ENSMUSG00000030605
ENSDARG00000043250,ENSMUSG00000021096
ENSDARG00000070565,ENSMUSG00000020709
ENSDARG00000015236,ENSMUSG00000022571
ENSDARG00000042851,ENSMUSG00000026511
ENSDARG00000038422,ENSMUSG00000022066
ENSDARG00000038422,ENSMUSG00000095463
ENSDARG00000070555,ENSMUSG00000024544
ENSDARG00000042527,ENSMUSG00000029591
ENSDARG00000042747,ENSMUSG00000001755
ENSDARG00000005015,ENSMUSG00000039485
ENSDARG00000005015,ENSMUSG00000074671
ENSDARG00000005015,ENSMUSG00000047514
ENSDARG00000005015,ENSMUSG00000082229
ENSDARG00000005015,ENSMUSG00000038984
ENSDARG00000005015,ENSMUSG00000041096
ENSDARG00000005015,ENSMUSG00000055733
ENSDARG00000005015,ENSMUSG00000055430
ENSDARG00000056233,ENSMUSG00000118346
ENSDARG00000014490,ENSMUSG00000061762
ENSDARG00000090980,ENSMUSG00000047631
ENSDARG00000090980,ENSMUSG00000051716
ENSDARG00000042978,ENSMUSG00000052914
ENSDARG00000042978,ENSMUSG00000082932
ENSDARG00000042978,ENSMUSG00000081225
ENSDARG00000042978,ENSMUSG00000066097
ENSDARG00000042978,ENSMUSG00000081362
ENSDARG00000042978,ENSMUSG00000052520
ENSDARG00000038957,ENSMUSG00000034258
ENSDARG00000054103,ENSMUSG00000047897
ENSDARG00000036722,ENSMUSG00000036123
ENSDARG00000023967,ENSMUSG00000022295
ENSDARG00000018809,ENSMUSG00000002475
ENSDARG00000079702,ENSMUSG00000045374
ENSDARG00000030621,ENSMUSG00000000214
ENSDARG00000078734,ENSMUSG00000024300
ENSDARG00000030053,ENSMUSG00000055762
ENSDARG00000030053,ENSMUSG00000068263
ENSDARG00000044441,ENSMUSG00000024388
ENSDARG00000041117,ENSMUSG00000010797
ENSDARG00000075491,ENSMUSG00000109156
ENSDARG00000060702,ENSMUSG00000035528
ENSDARG00000004889,ENSMUSG00000031521
ENSDARG00000039913,ENSMUSG00000006315
ENSDARG00000013787,ENSMUSG00000033910
ENSDARG00000015863,ENSMUSG00000056153
ENSDARG00000035420,ENSMUSG00000031214
ENSDARG00000015153,ENSMUSG00000058486
ENSDARG00000042854,ENSMUSG00000038776
ENSDARG00000033020,ENSMUSG00000063849
ENSDARG00000075183,ENSMUSG00000028677
ENSDARG00000052624,ENSMUSG00000021930
ENSDARG00000011570,ENSMUSG00000009739
ENSDARG00000020079,ENSMUSG00000039396
ENSDARG00000098486,ENSMUSG00000025139
ENSDARG00000016782,ENSMUSG00000025261
ENSDARG00000074691,ENSMUSG00000045751
ENSDARG00000056978,ENSMUSG00000005299
ENSDARG00000090469,ENSMUSG00000084174
ENSDARG00000018559,ENSMUSG00000042599
ENSDARG00000045804,ENSMUSG00000039202
ENSDARG00000041607,ENSMUSG00000090264
ENSDARG00000012682,ENSMUSG00000027805
ENSDARG00000021046,ENSMUSG00000026142
ENSDARG00000040251,ENSMUSG00000028111
ENSDARG00000037533,ENSMUSG00000024313
ENSDARG00000058260,ENSMUSG00000033031
ENSDARG00000103687,ENSMUSG00000084174
ENSDARG00000099470,ENSMUSG00000066108
ENSDARG00000089050,ENSMUSG00000073747
ENSDARG00000079978,ENSMUSG00000038605
ENSDARG00000042970,ENSMUSG00000063594
ENSDARG00000002816,ENSMUSG00000021708
ENSDARG00000018025,ENSMUSG00000000093
ENSDARG00000035970,ENSMUSG00000056553
ENSDARG00000009436,ENSMUSG00000053774
ENSDARG00000038114,ENSMUSG00000028329
ENSDARG00000035895,ENSMUSG00000001334
ENSDARG00000083189,ENSMUSG00000025154
ENSDARG00000061651,ENSMUSG00000021636
ENSDARG00000044387,ENSMUSG00000047230
ENSDARG00000027649,ENSMUSG00000054309
ENSDARG00000037353,ENSMUSG00000020170
ENSDARG00000054096,ENSMUSG00000031433
ENSDARG00000031261,ENSMUSG00000020755
ENSDARG00000051761,ENSMUSG00000027189
ENSDARG00000028431,ENSMUSG00000053950
ENSDARG00000062510,ENSMUSG00000048251
ENSDARG00000012881,ENSMUSG00000006574
ENSDARG00000031214,ENSMUSG00000032096
ENSDARG00000056034,ENSMUSG00000028221
ENSDARG00000036094,ENSMUSG00000032405
ENSDARG00000011373,ENSMUSG00000020190
ENSDARG00000060578,ENSMUSG00000024921
ENSDARG00000037455,ENSMUSG00000032854
ENSDARG00000054680,ENSMUSG00000029205
ENSDARG00000037285,ENSMUSG00000025389
ENSDARG00000042087,ENSMUSG00000009640
ENSDARG00000015937,ENSMUSG00000006021
ENSDARG00000092810,ENSMUSG00000038781
ENSDARG00000076179,ENSMUSG00000026259
ENSDARG00000020031,ENSMUSG00000037625
ENSDARG00000074601,ENSMUSG00000024647
ENSDARG00000039430,ENSMUSG00000066415
ENSDARG00000099527,ENSMUSG00000021772
ENSDARG00000005274,ENSMUSG00000030166
ENSDARG00000054186,ENSMUSG00000062661
ENSDARG00000077883,ENSMUSG00000027654
ENSDARG00000062190,ENSMUSG00000030671
ENSDARG00000034823,ENSMUSG00000025607
ENSDARG00000020397,ENSMUSG00000024787
ENSDARG00000098623,ENSMUSG00000050555
ENSDARG00000096234,ENSMUSG00000061762
ENSDARG00000004823,ENSMUSG00000010796
ENSDARG00000077038,ENSMUSG00000042323
ENSDARG00000070495,ENSMUSG00000036131
ENSDARG00000001676,ENSMUSG00000031342
ENSDARG00000045803,ENSMUSG00000030605
ENSDARG00000039041,ENSMUSG00000018822
ENSDARG00000087832,ENSMUSG00000053175
ENSDARG00000003293,ENSMUSG00000000567
ENSDARG00000060298,ENSMUSG00000021068
ENSDARG00000014927,ENSMUSG00000038676
ENSDARG00000058480,ENSMUSG00000019214
ENSDARG00000008637,ENSMUSG00000028158
ENSDARG00000040001,ENSMUSG00000070733
ENSDARG00000101726,ENSMUSG00000062181
ENSDARG00000101726,ENSMUSG00000069922
ENSDARG00000010756,ENSMUSG00000055994
ENSDARG00000092651,ENSMUSG00000094443
ENSDARG00000092651,ENSMUSG00000026039
ENSDARG00000099793,ENSMUSG00000032482
ENSDARG00000042840,ENSMUSG00000058070
ENSDARG00000063051,ENSMUSG00000021901
ENSDARG00000063037,ENSMUSG00000003123
ENSDARG00000078992,ENSMUSG00000045962
ENSDARG00000058824,ENSMUSG00000003299
ENSDARG00000011259,ENSMUSG00000030523
ENSDARG00000059770,ENSMUSG00000024900
ENSDARG00000073858,ENSMUSG00000067825
ENSDARG00000009549,ENSMUSG00000066036
ENSDARG00000023988,ENSMUSG00000024603
ENSDARG00000003754,ENSMUSG00000027858
ENSDARG00000102412,ENSMUSG00000021417
ENSDARG00000102412,ENSMUSG00000021416
ENSDARG00000079840,ENSMUSG00000063142
ENSDARG00000031845,ENSMUSG00000020646
ENSDARG00000077852,ENSMUSG00000096351
ENSDARG00000035101,ENSMUSG00000023274
ENSDARG00000094057,ENSMUSG00000052914
ENSDARG00000094057,ENSMUSG00000082932
ENSDARG00000094057,ENSMUSG00000081225
ENSDARG00000094057,ENSMUSG00000066097
ENSDARG00000094057,ENSMUSG00000081362
ENSDARG00000094057,ENSMUSG00000052520
ENSDARG00000061635,ENSMUSG00000034593
ENSDARG00000029907,ENSMUSG00000062077
ENSDARG00000099539,ENSMUSG00000023274
ENSDARG00000105099,ENSMUSG00000042532
ENSDARG00000057209,ENSMUSG00000033342
ENSDARG00000022631,ENSMUSG00000052914
ENSDARG00000022631,ENSMUSG00000082932
ENSDARG00000022631,ENSMUSG00000081225
ENSDARG00000022631,ENSMUSG00000066097
ENSDARG00000022631,ENSMUSG00000081362
ENSDARG00000022631,ENSMUSG00000052520
ENSDARG00000002167,ENSMUSG00000020882
ENSDARG00000024740,ENSMUSG00000025739
ENSDARG00000079020,ENSMUSG00000035125
ENSDARG00000062002,ENSMUSG00000051149
ENSDARG00000104801,ENSMUSG00000001473
ENSDARG00000011956,ENSMUSG00000020871
ENSDARG00000103760,ENSMUSG00000026368
ENSDARG00000011418,ENSMUSG00000036078
ENSDARG00000043467,ENSMUSG00000061633
ENSDARG00000043467,ENSMUSG00000031059
ENSDARG00000024933,ENSMUSG00000024068
ENSDARG00000042980,ENSMUSG00000052914
ENSDARG00000042980,ENSMUSG00000082932
ENSDARG00000042980,ENSMUSG00000081225
ENSDARG00000042980,ENSMUSG00000066097
ENSDARG00000042980,ENSMUSG00000081362
ENSDARG00000042980,ENSMUSG00000052520
ENSDARG00000035985,ENSMUSG00000038121
ENSDARG00000076994,ENSMUSG00000031486
ENSDARG00000010957,ENSMUSG00000017314
ENSDARG00000056239,ENSMUSG00000041737
ENSDARG00000059231,ENSMUSG00000003617
ENSDARG00000042859,ENSMUSG00000006641
ENSDARG00000052648,ENSMUSG00000078591
ENSDARG00000036190,ENSMUSG00000057130
ENSDARG00000098245,ENSMUSG00000024526
ENSDARG00000028581,ENSMUSG00000056197
ENSDARG00000028581,ENSMUSG00000005078
ENSDARG00000091512,ENSMUSG00000042185
ENSDARG00000059616,ENSMUSG00000046321
ENSDARG00000059131,ENSMUSG00000052525
ENSDARG00000000151,ENSMUSG00000058756
ENSDARG00000042621,ENSMUSG00000032060
ENSDARG00000029751,ENSMUSG00000047731
ENSDARG00000087352,ENSMUSG00000005237
ENSDARG00000100869,ENSMUSG00000005580
ENSDARG00000045331,ENSMUSG00000026991
ENSDARG00000015722,ENSMUSG00000016946
ENSDARG00000012125,ENSMUSG00000067220
ENSDARG00000042990,ENSMUSG00000052914
ENSDARG00000042990,ENSMUSG00000082932
ENSDARG00000042990,ENSMUSG00000081225
ENSDARG00000042990,ENSMUSG00000066097
ENSDARG00000042990,ENSMUSG00000081362
ENSDARG00000042990,ENSMUSG00000052520
ENSDARG00000007382,ENSMUSG00000025171
ENSDARG00000068483,ENSMUSG00000050321
ENSDARG00000055885,ENSMUSG00000028345
ENSDARG00000042982,ENSMUSG00000052914
ENSDARG00000042982,ENSMUSG00000082932
ENSDARG00000042982,ENSMUSG00000081225
ENSDARG00000042982,ENSMUSG00000066097
ENSDARG00000042982,ENSMUSG00000081362
ENSDARG00000042982,ENSMUSG00000052520
ENSDARG00000021324,ENSMUSG00000028706
ENSDARG00000007808,ENSMUSG00000025157
ENSDARG00000100363,ENSMUSG00000032002
ENSDARG00000087509,ENSMUSG00000023274
ENSDARG00000032010,ENSMUSG00000022899
ENSDARG00000011079,ENSMUSG00000033285
ENSDARG00000007867,ENSMUSG00000000346
ENSDARG00000078125,ENSMUSG00000105204
ENSDARG00000078125,ENSMUSG00000041263
ENSDARG00000062304,ENSMUSG00000024122
ENSDARG00000039999,ENSMUSG00000020805
ENSDARG00000036549,ENSMUSG00000001211
ENSDARG00000074169,ENSMUSG00000024978
ENSDARG00000060841,ENSMUSG00000030660
ENSDARG00000039914,ENSMUSG00000061099
ENSDARG00000042526,ENSMUSG00000001103
ENSDARG00000071021,ENSMUSG00000024899
ENSDARG00000039455,ENSMUSG00000037031
ENSDARG00000055639,ENSMUSG00000003868
ENSDARG00000078508,ENSMUSG00000059022
ENSDARG00000091029,ENSMUSG00000012520
ENSDARG00000045638,ENSMUSG00000029700
ENSDARG00000009783,ENSMUSG00000022848
ENSDARG00000015546,ENSMUSG00000028766
ENSDARG00000076434,ENSMUSG00000063506
ENSDARG00000099996,ENSMUSG00000017686
ENSDARG00000033706,ENSMUSG00000020178
ENSDARG00000002831,ENSMUSG00000067158
ENSDARG00000069018,ENSMUSG00000028240
ENSDARG00000058672,ENSMUSG00000061356
ENSDARG00000033771,ENSMUSG00000022849
ENSDARG00000036501,ENSMUSG00000031202
ENSDARG00000006719,ENSMUSG00000033444
ENSDARG00000076236,ENSMUSG00000041673
ENSDARG00000079191,ENSMUSG00000071552
ENSDARG00000079191,ENSMUSG00000062300
ENSDARG00000079191,ENSMUSG00000053182
ENSDARG00000079191,ENSMUSG00000116542
ENSDARG00000079191,ENSMUSG00000040511
ENSDARG00000079191,ENSMUSG00000053559
ENSDARG00000091936,ENSMUSG00000026829
ENSDARG00000035533,ENSMUSG00000030043
ENSDARG00000101062,ENSMUSG00000021273
ENSDARG00000104549,ENSMUSG00000033389
ENSDARG00000079671,ENSMUSG00000044667
ENSDARG00000105626,ENSMUSG00000024266
ENSDARG00000014050,ENSMUSG00000027859
ENSDARG00000031095,ENSMUSG00000027831
ENSDARG00000073792,ENSMUSG00000036646
ENSDARG00000078803,ENSMUSG00000034201
ENSDARG00000101051,ENSMUSG00000032357
ENSDARG00000101051,ENSMUSG00000083282
ENSDARG00000101051,ENSMUSG00000024910
ENSDARG00000012796,ENSMUSG00000026986
ENSDARG00000061737,ENSMUSG00000057530
ENSDARG00000001686,ENSMUSG00000089917
ENSDARG00000068275,ENSMUSG00000027832
ENSDARG00000060661,ENSMUSG00000041649
ENSDARG00000076920,ENSMUSG00000039834
ENSDARG00000056566,ENSMUSG00000040536
ENSDARG00000104422,ENSMUSG00000023274
ENSDARG00000006615,ENSMUSG00000020679
ENSDARG00000003091,ENSMUSG00000021638
ENSDARG00000045802,ENSMUSG00000030606
ENSDARG00000038709,ENSMUSG00000068566
ENSDARG00000100013,ENSMUSG00000037993
ENSDARG00000086790,ENSMUSG00000028005
ENSDARG00000076262,ENSMUSG00000095139
ENSDARG00000025302,ENSMUSG00000032064
ENSDARG00000035555,ENSMUSG00000026829
ENSDARG00000076571,ENSMUSG00000075304
ENSDARG00000042684,ENSMUSG00000026715
ENSDARG00000069961,ENSMUSG00000068227
ENSDARG00000035910,ENSMUSG00000041483
ENSDARG00000075846,ENSMUSG00000025221
ENSDARG00000014967,ENSMUSG00000078650
ENSDARG00000003866,ENSMUSG00000025544
ENSDARG00000052712,ENSMUSG00000052738
ENSDARG00000029100,ENSMUSG00000063787
ENSDARG00000076490,ENSMUSG00000020864
ENSDARG00000076490,ENSMUSG00000094091
ENSDARG00000075012,ENSMUSG00000018589
ENSDARG00000098952,ENSMUSG00000021944
ENSDARG00000061099,ENSMUSG00000026442
ENSDARG00000102517,ENSMUSG00000042401
ENSDARG00000095322,ENSMUSG00000033739
ENSDARG00000030241,ENSMUSG00000031197
ENSDARG00000036473,ENSMUSG00000011837
ENSDARG00000069402,ENSMUSG00000049939
ENSDARG00000015902,ENSMUSG00000002147
ENSDARG00000062137,ENSMUSG00000037286
ENSDARG00000099791,ENSMUSG00000035232
ENSDARG00000060349,ENSMUSG00000019831
ENSDARG00000044601,ENSMUSG00000020458
ENSDARG00000068255,ENSMUSG00000056155
ENSDARG00000042864,ENSMUSG00000063888
ENSDARG00000099674,ENSMUSG00000023274
ENSDARG00000033451,ENSMUSG00000039065
ENSDARG00000006766,ENSMUSG00000001424
ENSDARG00000045856,ENSMUSG00000000183
ENSDARG00000016771,ENSMUSG00000032496
ENSDARG00000034572,ENSMUSG00000025333
ENSDARG00000089026,ENSMUSG00000083282
ENSDARG00000001913,ENSMUSG00000033377
ENSDARG00000005458,ENSMUSG00000003345
ENSDARG00000092290,ENSMUSG00000050107
ENSDARG00000026941,ENSMUSG00000040410
ENSDARG00000014646,ENSMUSG00000078651
ENSDARG00000014646,ENSMUSG00000019326
ENSDARG00000070512,ENSMUSG00000023973
ENSDARG00000043446,ENSMUSG00000026255
ENSDARG00000079340,ENSMUSG00000069855
ENSDARG00000079340,ENSMUSG00000010122
ENSDARG00000104207,ENSMUSG00000035246
ENSDARG00000070553,ENSMUSG00000009535
ENSDARG00000055099,ENSMUSG00000015879
ENSDARG00000052649,ENSMUSG00000015120
ENSDARG00000102453,ENSMUSG00000005089
ENSDARG00000070504,ENSMUSG00000041710
ENSDARG00000069030,ENSMUSG00000022245
ENSDARG00000043443,ENSMUSG00000079436
ENSDARG00000035832,ENSMUSG00000017311
ENSDARG00000009285,ENSMUSG00000012405
ENSDARG00000044375,ENSMUSG00000093668
ENSDARG00000044375,ENSMUSG00000024406
ENSDARG00000044375,ENSMUSG00000090125
ENSDARG00000076796,ENSMUSG00000000881
ENSDARG00000061235,ENSMUSG00000036632
ENSDARG00000053854,ENSMUSG00000028963
ENSDARG00000060438,ENSMUSG00000025246
ENSDARG00000006392,ENSMUSG00000027714
ENSDARG00000079502,ENSMUSG00000093805
ENSDARG00000079502,ENSMUSG00000094651
ENSDARG00000079502,ENSMUSG00000073608
ENSDARG00000006892,ENSMUSG00000042064
ENSDARG00000001754,ENSMUSG00000095567
ENSDARG00000057058,ENSMUSG00000024896
ENSDARG00000041226,ENSMUSG00000038446
ENSDARG00000026048,ENSMUSG00000026812
ENSDARG00000021806,ENSMUSG00000045817
ENSDARG00000055255,ENSMUSG00000040543
ENSDARG00000076891,ENSMUSG00000036615
ENSDARG00000015807,ENSMUSG00000027519
ENSDARG00000019000,ENSMUSG00000024974
ENSDARG00000025608,ENSMUSG00000027997
ENSDARG00000069044,ENSMUSG00000023827
ENSDARG00000074656,ENSMUSG00000038642
ENSDARG00000075817,ENSMUSG00000045555
ENSDARG00000012275,ENSMUSG00000025420
ENSDARG00000017591,ENSMUSG00000070047
ENSDARG00000105261,ENSMUSG00000028163
ENSDARG00000088073,ENSMUSG00000049119
ENSDARG00000069956,ENSMUSG00000022090
ENSDARG00000068130,ENSMUSG00000026809
ENSDARG00000044718,ENSMUSG00000009621
ENSDARG00000016318,ENSMUSG00000020397
ENSDARG00000031875,ENSMUSG00000032769
ENSDARG00000037432,ENSMUSG00000031371
ENSDARG00000089225,ENSMUSG00000018199
ENSDARG00000020301,ENSMUSG00000040462
ENSDARG00000017565,ENSMUSG00000020395
ENSDARG00000092610,ENSMUSG00000031447
ENSDARG00000018257,ENSMUSG00000020647
ENSDARG00000079264,ENSMUSG00000047507
ENSDARG00000070266,ENSMUSG00000054162
ENSDARG00000056557,ENSMUSG00000030754
ENSDARG00000074509,ENSMUSG00000020081
ENSDARG00000010481,ENSMUSG00000051223
ENSDARG00000020053,ENSMUSG00000031661
ENSDARG00000021143,ENSMUSG00000021087
ENSDARG00000063031,ENSMUSG00000040661
ENSDARG00000040799,ENSMUSG00000004366
ENSDARG00000042525,ENSMUSG00000022053
ENSDARG00000007654,ENSMUSG00000034187
ENSDARG00000013460,ENSMUSG00000071192
ENSDARG00000026198,ENSMUSG00000029326
ENSDARG00000075016,ENSMUSG00000020609
ENSDARG00000005364,ENSMUSG00000035745
ENSDARG00000016447,ENSMUSG00000038848
ENSDARG00000054060,ENSMUSG00000034607
ENSDARG00000007912,ENSMUSG00000079022
ENSDARG00000099749,ENSMUSG00000078578
ENSDARG00000060596,ENSMUSG00000050697
ENSDARG00000044114,ENSMUSG00000037190
ENSDARG00000045799,ENSMUSG00000030607
ENSDARG00000071413,ENSMUSG00000042570
ENSDARG00000013477,ENSMUSG00000031162
ENSDARG00000074588,ENSMUSG00000041396
ENSDARG00000004427,ENSMUSG00000024067
ENSDARG00000073872,ENSMUSG00000034118
ENSDARG00000057053,ENSMUSG00000040451
ENSDARG00000005423,ENSMUSG00000011752
ENSDARG00000030064,ENSMUSG00000040268
ENSDARG00000091969,ENSMUSG00000026829
ENSDARG00000078981,ENSMUSG00000028246
ENSDARG00000069790,ENSMUSG00000020483
ENSDARG00000035577,ENSMUSG00000058793
ENSDARG00000014849,ENSMUSG00000000167
ENSDARG00000044655,ENSMUSG00000045027
ENSDARG00000044655,ENSMUSG00000024124
ENSDARG00000044655,ENSMUSG00000048764
ENSDARG00000044655,ENSMUSG00000035861
ENSDARG00000044655,ENSMUSG00000061259
ENSDARG00000044655,ENSMUSG00000054537
ENSDARG00000044655,ENSMUSG00000072845
ENSDARG00000044655,ENSMUSG00000061184
ENSDARG00000057049,ENSMUSG00000040901
ENSDARG00000041107,ENSMUSG00000041301
ENSDARG00000013312,ENSMUSG00000017978
ENSDARG00000003931,ENSMUSG00000024644
ENSDARG00000021380,ENSMUSG00000020525
ENSDARG00000089936,ENSMUSG00000002580
ENSDARG00000089892,ENSMUSG00000005087
ENSDARG00000068726,ENSMUSG00000022887
ENSDARG00000035954,ENSMUSG00000035958
ENSDARG00000078825,ENSMUSG00000040084
ENSDARG00000054867,ENSMUSG00000041426
ENSDARG00000057691,ENSMUSG00000018379
ENSDARG00000035957,ENSMUSG00000006715
ENSDARG00000019706,ENSMUSG00000063935
ENSDARG00000042552,ENSMUSG00000026407
ENSDARG00000069446,ENSMUSG00000000889
ENSDARG00000036721,ENSMUSG00000002984
ENSDARG00000034227,ENSMUSG00000020807
ENSDARG00000034227,ENSMUSG00000107877
ENSDARG00000090872,ENSMUSG00000040978
ENSDARG00000041952,ENSMUSG00000042320
ENSDARG00000099021,ENSMUSG00000015697
ENSDARG00000068923,ENSMUSG00000054134
ENSDARG00000045175,ENSMUSG00000020260
ENSDARG00000093405,ENSMUSG00000027997
ENSDARG00000018643,ENSMUSG00000048583
ENSDARG00000074428,ENSMUSG00000037375
ENSDARG00000104609,ENSMUSG00000022521
ENSDARG00000012247,ENSMUSG00000002257
ENSDARG00000061352,ENSMUSG00000000861
ENSDARG00000061728,ENSMUSG00000006717
ENSDARG00000061257,ENSMUSG00000057181
ENSDARG00000061723,ENSMUSG00000043252
ENSDARG00000062221,ENSMUSG00000024451
ENSDARG00000055753,ENSMUSG00000039231
ENSDARG00000030269,ENSMUSG00000038515
ENSDARG00000014966,ENSMUSG00000079084
ENSDARG00000093406,ENSMUSG00000019132
ENSDARG00000057321,ENSMUSG00000071645
ENSDARG00000058102,ENSMUSG00000009614
ENSDARG00000044142,ENSMUSG00000027452
ENSDARG00000074661,ENSMUSG00000053647
ENSDARG00000020143,ENSMUSG00000020051
ENSDARG00000044182,ENSMUSG00000039536
ENSDARG00000052855,ENSMUSG00000028015
ENSDARG00000020504,ENSMUSG00000016559
ENSDARG00000015427,ENSMUSG00000028800
ENSDARG00000061468,ENSMUSG00000034906
ENSDARG00000071429,ENSMUSG00000028011
ENSDARG00000055757,ENSMUSG00000026411
ENSDARG00000025089,ENSMUSG00000025185
ENSDARG00000061758,ENSMUSG00000053617
ENSDARG00000032296,ENSMUSG00000029649
ENSDARG00000103176,ENSMUSG00000026751
ENSDARG00000037838,ENSMUSG00000015127
ENSDARG00000009266,ENSMUSG00000043262
ENSDARG00000076183,ENSMUSG00000033386
ENSDARG00000009131,ENSMUSG00000029219
ENSDARG00000009131,ENSMUSG00000060204
ENSDARG00000010181,ENSMUSG00000052632
ENSDARG00000028896,ENSMUSG00000052151
ENSDARG00000073909,ENSMUSG00000033526
ENSDARG00000087120,ENSMUSG00000020062
ENSDARG00000070435,ENSMUSG00000054455
ENSDARG00000052405,ENSMUSG00000074923
ENSDARG00000053685,ENSMUSG00000033543
ENSDARG00000002754,ENSMUSG00000002635
ENSDARG00000087717,ENSMUSG00000032268
ENSDARG00000016514,ENSMUSG00000021639
ENSDARG00000016122,ENSMUSG00000096199
ENSDARG00000020465,ENSMUSG00000009079
ENSDARG00000017562,ENSMUSG00000025316
ENSDARG00000009953,ENSMUSG00000064127
ENSDARG00000045854,ENSMUSG00000000182
ENSDARG00000005115,ENSMUSG00000029767
ENSDARG00000032114,ENSMUSG00000036087
ENSDARG00000037836,ENSMUSG00000046070
ENSDARG00000034714,ENSMUSG00000025366
ENSDARG00000079880,ENSMUSG00000037140
ENSDARG00000079880,ENSMUSG00000043865
ENSDARG00000079880,ENSMUSG00000045267
ENSDARG00000079880,ENSMUSG00000047102
ENSDARG00000079880,ENSMUSG00000051917
ENSDARG00000079880,ENSMUSG00000046652
ENSDARG00000079880,ENSMUSG00000056115
ENSDARG00000079880,ENSMUSG00000048284
ENSDARG00000079880,ENSMUSG00000056203
ENSDARG00000079880,ENSMUSG00000058250
ENSDARG00000077352,ENSMUSG00000006731
ENSDARG00000027572,ENSMUSG00000003559
ENSDARG00000074066,ENSMUSG00000037140
ENSDARG00000074066,ENSMUSG00000043865
ENSDARG00000074066,ENSMUSG00000045267
ENSDARG00000074066,ENSMUSG00000047102
ENSDARG00000074066,ENSMUSG00000051917
ENSDARG00000074066,ENSMUSG00000046652
ENSDARG00000074066,ENSMUSG00000056115
ENSDARG00000074066,ENSMUSG00000048284
ENSDARG00000074066,ENSMUSG00000056203
