Gene stable ID,Human gene stable ID
ENSDARG00000100519,ENSG00000121067
ENSDARG00000017445,ENSG00000084623
ENSDARG00000012387,ENSG00000131828
ENSDARG00000012387,ENSG00000163114
ENSDARG00000014259,ENSG00000104313
ENSDARG00000030905,ENSG00000164442
ENSDARG00000017708,ENSG00000066557
ENSDARG00000090935,ENSG00000144395
ENSDARG00000052617,ENSG00000267303
ENSDARG00000052617,ENSG00000161847
ENSDARG00000054032,ENSG00000169228
ENSDARG00000068480,ENSG00000184368
ENSDARG00000051816,ENSG00000008311
ENSDARG00000035556,ENSG00000177189
ENSDARG00000024598,ENSG00000215271
ENSDARG00000019280,ENSG00000133706
ENSDARG00000079399,ENSG00000127533
ENSDARG00000095445,ENSG00000259431
ENSDARG00000068370,ENSG00000136828
ENSDARG00000008247,ENSG00000136451
ENSDARG00000002174,ENSG00000111203
ENSDARG00000068369,ENSG00000136859
ENSDARG00000062479,ENSG00000162692
ENSDARG00000032344,ENSG00000065989
ENSDARG00000069031,ENSG00000173261
ENSDARG00000022768,ENSG00000101193
ENSDARG00000044175,ENSG00000180914
ENSDARG00000073899,ENSG00000166881
ENSDARG00000093074,ENSG00000140749
ENSDARG00000042954,ENSG00000101194
ENSDARG00000037917,ENSG00000005884
ENSDARG00000101061,ENSG00000144895
ENSDARG00000073686,ENSG00000068097
ENSDARG00000026634,ENSG00000181090
ENSDARG00000088087,ENSG00000132510
ENSDARG00000055559,ENSG00000147434
ENSDARG00000004470,ENSG00000130175
ENSDARG00000087625,ENSG00000102837
ENSDARG00000021097,ENSG00000101158
ENSDARG00000075854,ENSG00000189280
ENSDARG00000075854,ENSG00000189433
ENSDARG00000056795,ENSG00000106366
ENSDARG00000057016,ENSG00000079335
ENSDARG00000044862,ENSG00000268221
ENSDARG00000044862,ENSG00000102076
ENSDARG00000044862,ENSG00000269433
ENSDARG00000044862,ENSG00000166160
ENSDARG00000077291,ENSG00000140988
ENSDARG00000076090,ENSG00000152969
ENSDARG00000054152,ENSG00000135577
ENSDARG00000042866,ENSG00000188910
ENSDARG00000043395,ENSG00000146215
ENSDARG00000079985,ENSG00000053702
ENSDARG00000041239,ENSG00000140153
ENSDARG00000053311,ENSG00000135426
ENSDARG00000062182,ENSG00000137204
ENSDARG00000009568,ENSG00000154975
ENSDARG00000053455,ENSG00000167131
ENSDARG00000014420,ENSG00000196361
ENSDARG00000012640,ENSG00000136305
ENSDARG00000016871,ENSG00000073584
ENSDARG00000052910,ENSG00000061492
ENSDARG00000079816,ENSG00000100263
ENSDARG00000062430,ENSG00000115159
ENSDARG00000052408,ENSG00000168282
ENSDARG00000102690,ENSG00000205857
ENSDARG00000078507,ENSG00000061492
ENSDARG00000038432,ENSG00000131966
ENSDARG00000054150,ENSG00000203733
ENSDARG00000019113,ENSG00000172081
ENSDARG00000097890,ENSG00000183048
ENSDARG00000097890,ENSG00000262660
ENSDARG00000022295,ENSG00000275410
ENSDARG00000070029,ENSG00000113790
ENSDARG00000017982,ENSG00000146233
ENSDARG00000105346,ENSG00000205832
ENSDARG00000060004,ENSG00000155760
ENSDARG00000006011,ENSG00000087448
ENSDARG00000019686,ENSG00000127951
ENSDARG00000021869,ENSG00000172348
ENSDARG00000053457,ENSG00000125691
ENSDARG00000038703,ENSG00000156510
ENSDARG00000078658,ENSG00000102710
ENSDARG00000090237,ENSG00000205832
ENSDARG00000041870,ENSG00000138002
ENSDARG00000020834,ENSG00000226321
ENSDARG00000020834,ENSG00000126001
ENSDARG00000070471,ENSG00000139546
ENSDARG00000089966,ENSG00000205832
ENSDARG00000028889,ENSG00000140990
ENSDARG00000038768,ENSG00000262814
ENSDARG00000003421,ENSG00000073792
ENSDARG00000038964,ENSG00000076604
ENSDARG00000044861,ENSG00000268221
ENSDARG00000044861,ENSG00000102076
ENSDARG00000044861,ENSG00000269433
ENSDARG00000044861,ENSG00000166160
ENSDARG00000091409,ENSG00000205832
ENSDARG00000002215,ENSG00000137996
ENSDARG00000078328,ENSG00000121542
ENSDARG00000020057,ENSG00000204217
ENSDARG00000043094,ENSG00000087460
ENSDARG00000077569,ENSG00000173114
ENSDARG00000054137,ENSG00000112414
ENSDARG00000004925,ENSG00000184903
ENSDARG00000007220,ENSG00000149294
ENSDARG00000020960,ENSG00000185359
ENSDARG00000013732,ENSG00000009844
ENSDARG00000019316,ENSG00000214814
ENSDARG00000090714,ENSG00000171298
ENSDARG00000021135,ENSG00000100867
ENSDARG00000021135,ENSG00000159231
ENSDARG00000029955,ENSG00000163521
ENSDARG00000060758,ENSG00000161270
ENSDARG00000086352,ENSG00000205832
ENSDARG00000074254,ENSG00000115657
ENSDARG00000054473,ENSG00000092330
ENSDARG00000086522,ENSG00000205832
ENSDARG00000030153,ENSG00000111670
ENSDARG00000053467,ENSG00000100226
ENSDARG00000078671,ENSG00000171450
ENSDARG00000102975,ENSG00000170091
ENSDARG00000038446,ENSG00000118257
ENSDARG00000069003,ENSG00000145882
ENSDARG00000045563,ENSG00000120860
ENSDARG00000002168,ENSG00000136527
ENSDARG00000045561,ENSG00000136048
ENSDARG00000019038,ENSG00000100359
ENSDARG00000002128,ENSG00000095485
ENSDARG00000041959,ENSG00000121966
ENSDARG00000061664,ENSG00000187068
ENSDARG00000095022,ENSG00000144229
ENSDARG00000077698,ENSG00000136444
ENSDARG00000015164,ENSG00000099875
ENSDARG00000012215,ENSG00000114491
ENSDARG00000075926,ENSG00000179057
ENSDARG00000078953,ENSG00000049283
ENSDARG00000009242,ENSG00000163497
ENSDARG00000026986,ENSG00000181026
ENSDARG00000035993,ENSG00000184900
ENSDARG00000091342,ENSG00000173175
ENSDARG00000029381,ENSG00000006534
ENSDARG00000029381,ENSG00000108602
ENSDARG00000029381,ENSG00000137124
ENSDARG00000041925,ENSG00000163499
ENSDARG00000078095,ENSG00000198894
ENSDARG00000009074,ENSG00000145439
ENSDARG00000027079,ENSG00000170396
ENSDARG00000070011,ENSG00000188886
ENSDARG00000087633,ENSG00000112139
ENSDARG00000078935,ENSG00000135912
ENSDARG00000022254,ENSG00000166501
ENSDARG00000104665,ENSG00000126259
ENSDARG00000079670,ENSG00000033122
ENSDARG00000008218,ENSG00000119725
ENSDARG00000020595,ENSG00000130119
ENSDARG00000019950,ENSG00000138380
ENSDARG00000053066,ENSG00000101162
ENSDARG00000074443,ENSG00000007237
ENSDARG00000006314,ENSG00000138448
ENSDARG00000052223,ENSG00000116983
ENSDARG00000052223,ENSG00000138472
ENSDARG00000005191,ENSG00000101444
ENSDARG00000016255,ENSG00000101421
ENSDARG00000012222,ENSG00000163002
ENSDARG00000076401,ENSG00000006116
ENSDARG00000093659,ENSG00000187097
ENSDARG00000086028,ENSG00000179057
ENSDARG00000086204,ENSG00000214978
ENSDARG00000021252,ENSG00000132141
ENSDARG00000015889,ENSG00000065548
ENSDARG00000039987,ENSG00000010818
ENSDARG00000043905,ENSG00000013561
ENSDARG00000000369,ENSG00000115592
ENSDARG00000105223,ENSG00000109099
ENSDARG00000078392,ENSG00000123989
ENSDARG00000098368,ENSG00000105290
ENSDARG00000041904,ENSG00000163516
ENSDARG00000101457,ENSG00000179604
ENSDARG00000053831,ENSG00000273171
ENSDARG00000053831,ENSG00000109072
ENSDARG00000030154,ENSG00000101349
ENSDARG00000009839,ENSG00000138439
ENSDARG00000073935,ENSG00000115596
ENSDARG00000079688,ENSG00000090905
ENSDARG00000097613,ENSG00000179057
ENSDARG00000102161,ENSG00000069188
ENSDARG00000077858,ENSG00000101440
ENSDARG00000089235,ENSG00000175894
ENSDARG00000058207,ENSG00000138443
ENSDARG00000053047,ENSG00000125977
ENSDARG00000006301,ENSG00000173166
ENSDARG00000010727,ENSG00000141540
ENSDARG00000053853,ENSG00000007216
ENSDARG00000060638,ENSG00000158258
ENSDARG00000097451,ENSG00000176108
ENSDARG00000014915,ENSG00000004779
ENSDARG00000025162,ENSG00000072182
ENSDARG00000037905,ENSG00000141837
ENSDARG00000078222,ENSG00000181409
ENSDARG00000062799,ENSG00000175866
ENSDARG00000095070,ENSG00000163599
ENSDARG00000058222,ENSG00000082126
ENSDARG00000070979,ENSG00000172461
ENSDARG00000060192,ENSG00000007376
ENSDARG00000074362,ENSG00000172461
ENSDARG00000041735,ENSG00000155755
ENSDARG00000059972,ENSG00000125970
ENSDARG00000007171,ENSG00000146416
ENSDARG00000017155,ENSG00000135925
ENSDARG00000041944,ENSG00000189007
ENSDARG00000078685,ENSG00000176783
ENSDARG00000097680,ENSG00000123146
ENSDARG00000002877,ENSG00000135597
ENSDARG00000078602,ENSG00000160951
ENSDARG00000091650,ENSG00000126246
ENSDARG00000006240,ENSG00000130304
ENSDARG00000053665,ENSG00000113327
ENSDARG00000071685,ENSG00000137571
ENSDARG00000003573,ENSG00000166847
ENSDARG00000044362,ENSG00000109103
ENSDARG00000069590,ENSG00000249242
ENSDARG00000099864,ENSG00000154997
ENSDARG00000060813,ENSG00000166689
ENSDARG00000037921,ENSG00000127588
ENSDARG00000068989,ENSG00000022355
ENSDARG00000021233,ENSG00000130313
ENSDARG00000059636,ENSG00000115998
ENSDARG00000015540,ENSG00000143801
ENSDARG00000077249,ENSG00000089639
ENSDARG00000075121,ENSG00000113070
ENSDARG00000077915,ENSG00000162761
ENSDARG00000060207,ENSG00000131653
ENSDARG00000038429,ENSG00000144655
ENSDARG00000029931,ENSG00000105726
ENSDARG00000046107,ENSG00000167971
ENSDARG00000022564,ENSG00000110696
ENSDARG00000102460,ENSG00000114698
ENSDARG00000102460,ENSG00000187838
ENSDARG00000102460,ENSG00000163746
ENSDARG00000052150,ENSG00000153779
ENSDARG00000052150,ENSG00000176679
ENSDARG00000100446,ENSG00000174059
ENSDARG00000103251,ENSG00000174705
ENSDARG00000042338,ENSG00000064547
ENSDARG00000038075,ENSG00000179091
ENSDARG00000025974,ENSG00000081026
ENSDARG00000015915,ENSG00000114120
ENSDARG00000098017,ENSG00000229833
ENSDARG00000010434,ENSG00000120885
ENSDARG00000007603,ENSG00000076944
ENSDARG00000053877,ENSG00000108582
ENSDARG00000040644,ENSG00000155893
ENSDARG00000007092,ENSG00000076924
ENSDARG00000022437,ENSG00000110651
ENSDARG00000079499,ENSG00000152953
ENSDARG00000032129,ENSG00000125651
ENSDARG00000002587,ENSG00000113657
ENSDARG00000043587,ENSG00000277893
ENSDARG00000037906,ENSG00000125652
ENSDARG00000059601,ENSG00000166963
ENSDARG00000052139,ENSG00000074181
ENSDARG00000037628,ENSG00000149743
ENSDARG00000070261,ENSG00000176390
ENSDARG00000063095,ENSG00000174080
ENSDARG00000063095,ENSG00000136943
ENSDARG00000063095,ENSG00000135047
ENSDARG00000068698,ENSG00000205155
ENSDARG00000068698,ENSG00000188223
ENSDARG00000008060,ENSG00000168077
ENSDARG00000028048,ENSG00000080511
ENSDARG00000094675,ENSG00000184811
ENSDARG00000059166,ENSG00000172940
ENSDARG00000010767,ENSG00000116106
ENSDARG00000059866,ENSG00000105298
ENSDARG00000017173,ENSG00000183718
ENSDARG00000017173,ENSG00000146063
ENSDARG00000041919,ENSG00000106178
ENSDARG00000077236,ENSG00000004776
ENSDARG00000097591,ENSG00000167595
ENSDARG00000077847,ENSG00000105088
ENSDARG00000021082,ENSG00000138674
ENSDARG00000038076,ENSG00000125995
ENSDARG00000053950,ENSG00000267796
ENSDARG00000038074,ENSG00000125991
ENSDARG00000020265,ENSG00000130812
ENSDARG00000079808,ENSG00000076662
ENSDARG00000077309,ENSG00000117091
ENSDARG00000022232,ENSG00000130810
ENSDARG00000022232,ENSG00000243207
ENSDARG00000078561,ENSG00000198799
ENSDARG00000067646,ENSG00000186952
ENSDARG00000021753,ENSG00000147419
ENSDARG00000014929,ENSG00000244165
ENSDARG00000062667,ENSG00000161647
ENSDARG00000016889,ENSG00000130811
ENSDARG00000006025,ENSG00000175274
ENSDARG00000070256,ENSG00000178691
ENSDARG00000030756,ENSG00000130816
ENSDARG00000007823,ENSG00000162772
ENSDARG00000030289,ENSG00000184916
ENSDARG00000030289,ENSG00000204301
ENSDARG00000090170,ENSG00000131242
ENSDARG00000076144,ENSG00000076662
ENSDARG00000094952,ENSG00000076662
ENSDARG00000095312,ENSG00000076662
ENSDARG00000053547,ENSG00000176049
ENSDARG00000036541,ENSG00000007384
ENSDARG00000026070,ENSG00000085117
ENSDARG00000042577,ENSG00000123685
ENSDARG00000077239,ENSG00000149218
ENSDARG00000024471,ENSG00000117697
ENSDARG00000014554,ENSG00000119938
ENSDARG00000069729,ENSG00000103152
ENSDARG00000014685,ENSG00000171320
ENSDARG00000010918,ENSG00000103148
ENSDARG00000016864,ENSG00000116120
ENSDARG00000069734,ENSG00000213931
ENSDARG00000069735,ENSG00000130656
ENSDARG00000069735,ENSG00000206177
ENSDARG00000069735,ENSG00000223609
ENSDARG00000069735,ENSG00000244734
ENSDARG00000069735,ENSG00000086506
ENSDARG00000069735,ENSG00000213934
ENSDARG00000069735,ENSG00000196565
ENSDARG00000069735,ENSG00000284931
ENSDARG00000097238,ENSG00000213931
ENSDARG00000097011,ENSG00000130656
ENSDARG00000097011,ENSG00000206177
ENSDARG00000097011,ENSG00000223609
ENSDARG00000097011,ENSG00000244734
ENSDARG00000097011,ENSG00000086506
ENSDARG00000097011,ENSG00000213934
ENSDARG00000097011,ENSG00000196565
ENSDARG00000097011,ENSG00000284931
ENSDARG00000040070,ENSG00000121058
ENSDARG00000102200,ENSG00000112893
ENSDARG00000089087,ENSG00000213931
ENSDARG00000079078,ENSG00000130656
ENSDARG00000079078,ENSG00000206177
ENSDARG00000079078,ENSG00000223609
ENSDARG00000079078,ENSG00000244734
ENSDARG00000079078,ENSG00000086506
ENSDARG00000079078,ENSG00000213934
ENSDARG00000079078,ENSG00000196565
ENSDARG00000079078,ENSG00000284931
ENSDARG00000078572,ENSG00000173320
ENSDARG00000113599,ENSG00000213931
ENSDARG00000089475,ENSG00000130656
ENSDARG00000089475,ENSG00000206177
ENSDARG00000089475,ENSG00000223609
ENSDARG00000089475,ENSG00000244734
ENSDARG00000089475,ENSG00000086506
ENSDARG00000089475,ENSG00000213934
ENSDARG00000089475,ENSG00000196565
ENSDARG00000089475,ENSG00000284931
ENSDARG00000115405,ENSG00000213931
ENSDARG00000088330,ENSG00000130656
ENSDARG00000088330,ENSG00000206177
ENSDARG00000088330,ENSG00000223609
ENSDARG00000088330,ENSG00000244734
ENSDARG00000088330,ENSG00000086506
ENSDARG00000088330,ENSG00000213934
ENSDARG00000088330,ENSG00000196565
ENSDARG00000088330,ENSG00000284931
ENSDARG00000087390,ENSG00000213931
ENSDARG00000089124,ENSG00000130656
ENSDARG00000089124,ENSG00000206177
ENSDARG00000089124,ENSG00000223609
ENSDARG00000089124,ENSG00000244734
ENSDARG00000089124,ENSG00000086506
ENSDARG00000089124,ENSG00000213934
ENSDARG00000089124,ENSG00000196565
ENSDARG00000089124,ENSG00000284931
ENSDARG00000010035,ENSG00000167280
ENSDARG00000079305,ENSG00000130656
ENSDARG00000079305,ENSG00000206177
ENSDARG00000079305,ENSG00000223609
ENSDARG00000079305,ENSG00000244734
ENSDARG00000079305,ENSG00000086506
ENSDARG00000079305,ENSG00000213934
ENSDARG00000079305,ENSG00000196565
ENSDARG00000079305,ENSG00000284931
ENSDARG00000040072,ENSG00000121064
ENSDARG00000018393,ENSG00000197256
ENSDARG00000010085,ENSG00000072682
ENSDARG00000096255,ENSG00000211974
ENSDARG00000096255,ENSG00000274576
ENSDARG00000096255,ENSG00000211937
ENSDARG00000096255,ENSG00000259303
ENSDARG00000096255,ENSG00000211951
ENSDARG00000035706,ENSG00000130158
ENSDARG00000007221,ENSG00000168078
ENSDARG00000096340,ENSG00000211974
ENSDARG00000096340,ENSG00000274576
ENSDARG00000096340,ENSG00000211937
ENSDARG00000096340,ENSG00000259303
ENSDARG00000096340,ENSG00000211951
ENSDARG00000018109,ENSG00000197063
ENSDARG00000004754,ENSG00000170606
ENSDARG00000091092,ENSG00000155329
ENSDARG00000078186,ENSG00000136478
ENSDARG00000075530,ENSG00000101464
ENSDARG00000028583,ENSG00000141526
ENSDARG00000100149,ENSG00000168646
ENSDARG00000044167,ENSG00000142623
ENSDARG00000044167,ENSG00000142619
ENSDARG00000044167,ENSG00000159339
ENSDARG00000044167,ENSG00000276747
ENSDARG00000044167,ENSG00000117115
ENSDARG00000099841,ENSG00000154229
ENSDARG00000039240,ENSG00000075429
ENSDARG00000026595,ENSG00000007168
ENSDARG00000001857,ENSG00000072364
ENSDARG00000094181,ENSG00000164403
ENSDARG00000087954,ENSG00000136238
ENSDARG00000089829,ENSG00000008256
ENSDARG00000005159,ENSG00000008256
ENSDARG00000008370,ENSG00000141551
ENSDARG00000073988,ENSG00000070444
ENSDARG00000086628,ENSG00000204344
ENSDARG00000001804,ENSG00000171928
ENSDARG00000001804,ENSG00000259024
ENSDARG00000001804,ENSG00000175106
ENSDARG00000062947,ENSG00000166126
ENSDARG00000004322,ENSG00000182040
ENSDARG00000006522,ENSG00000183034
ENSDARG00000021846,ENSG00000167861
ENSDARG00000025428,ENSG00000184557
ENSDARG00000076742,ENSG00000108669
ENSDARG00000053272,ENSG00000076864
ENSDARG00000074781,ENSG00000196090
ENSDARG00000032327,ENSG00000055483
ENSDARG00000095457,ENSG00000185523
ENSDARG00000075261,ENSG00000035862
ENSDARG00000097572,ENSG00000196090
ENSDARG00000005172,ENSG00000264364
ENSDARG00000077861,ENSG00000198944
ENSDARG00000012192,ENSG00000171302
ENSDARG00000031587,ENSG00000162769
ENSDARG00000032606,ENSG00000164402
ENSDARG00000069787,ENSG00000141524
ENSDARG00000086490,ENSG00000100242
ENSDARG00000102254,ENSG00000255835
ENSDARG00000102254,ENSG00000143811
ENSDARG00000102254,ENSG00000183010
ENSDARG00000089260,ENSG00000169718
ENSDARG00000033046,ENSG00000205089
ENSDARG00000103283,ENSG00000165671
ENSDARG00000069878,ENSG00000100138
ENSDARG00000007774,ENSG00000143494
ENSDARG00000042553,ENSG00000112357
ENSDARG00000068958,ENSG00000165694
ENSDARG00000007412,ENSG00000117394
ENSDARG00000087210,ENSG00000175267
ENSDARG00000013441,ENSG00000135547
ENSDARG00000059914,ENSG00000183921
ENSDARG00000068680,ENSG00000141086
ENSDARG00000100752,ENSG00000080371
ENSDARG00000035952,ENSG00000140743
ENSDARG00000013224,ENSG00000173889
ENSDARG00000034957,ENSG00000111906
ENSDARG00000088893,ENSG00000141086
ENSDARG00000039453,ENSG00000184544
ENSDARG00000016743,ENSG00000174606
ENSDARG00000060390,ENSG00000134602
ENSDARG00000105744,ENSG00000153233
ENSDARG00000040627,ENSG00000171189
ENSDARG00000014366,ENSG00000108848
ENSDARG00000044327,ENSG00000269556
ENSDARG00000096259,ENSG00000211974
ENSDARG00000096259,ENSG00000274576
ENSDARG00000096259,ENSG00000211937
ENSDARG00000096259,ENSG00000259303
ENSDARG00000096259,ENSG00000211951
ENSDARG00000032603,ENSG00000007341
ENSDARG00000008141,ENSG00000080839
ENSDARG00000044328,ENSG00000186106
ENSDARG00000017108,ENSG00000111262
ENSDARG00000060051,ENSG00000180638
ENSDARG00000014531,ENSG00000101844
ENSDARG00000046012,ENSG00000180638
ENSDARG00000046012,ENSG00000142494
ENSDARG00000098821,ENSG00000129657
ENSDARG00000059556,ENSG00000108469
ENSDARG00000040650,ENSG00000169727
ENSDARG00000100592,ENSG00000118160
ENSDARG00000042548,ENSG00000111907
ENSDARG00000030560,ENSG00000198265
ENSDARG00000052360,ENSG00000108878
ENSDARG00000017454,ENSG00000093000
ENSDARG00000074669,ENSG00000075461
ENSDARG00000068830,ENSG00000100364
ENSDARG00000018903,ENSG00000106305
ENSDARG00000086551,ENSG00000133124
ENSDARG00000068257,ENSG00000152049
ENSDARG00000024433,ENSG00000122543
ENSDARG00000024433,ENSG00000135175
ENSDARG00000013839,ENSG00000132746
ENSDARG00000037789,ENSG00000122543
ENSDARG00000037789,ENSG00000135175
ENSDARG00000090164,ENSG00000204131
ENSDARG00000032836,ENSG00000122543
ENSDARG00000032836,ENSG00000135175
ENSDARG00000060944,ENSG00000146373
ENSDARG00000076324,ENSG00000164715
ENSDARG00000023448,ENSG00000158089
ENSDARG00000074086,ENSG00000205356
ENSDARG00000017244,ENSG00000124177
ENSDARG00000086332,ENSG00000164713
ENSDARG00000015829,ENSG00000155363
ENSDARG00000069427,ENSG00000188580
ENSDARG00000013210,ENSG00000147246
ENSDARG00000090062,ENSG00000169750
ENSDARG00000037794,ENSG00000106236
ENSDARG00000007869,ENSG00000013016
ENSDARG00000005425,ENSG00000286239
ENSDARG00000005425,ENSG00000085449
ENSDARG00000020679,ENSG00000125656
ENSDARG00000029353,ENSG00000135919
ENSDARG00000077080,ENSG00000167191
ENSDARG00000037783,ENSG00000126231
ENSDARG00000008020,ENSG00000108590
ENSDARG00000037782,ENSG00000005513
ENSDARG00000041779,ENSG00000186439
ENSDARG00000043923,ENSG00000125398
ENSDARG00000041923,ENSG00000106178
ENSDARG00000041835,ENSG00000106178
ENSDARG00000041917,ENSG00000106178
ENSDARG00000100624,ENSG00000139116
ENSDARG00000076128,ENSG00000108946
ENSDARG00000021383,ENSG00000086205
ENSDARG00000021383,ENSG00000077616
ENSDARG00000102191,ENSG00000139117
ENSDARG00000020979,ENSG00000042062
ENSDARG00000077547,ENSG00000185973
ENSDARG00000053122,ENSG00000146352
ENSDARG00000053119,ENSG00000172594
ENSDARG00000040657,ENSG00000070540
ENSDARG00000016484,ENSG00000130826
ENSDARG00000003973,ENSG00000110172
ENSDARG00000052073,ENSG00000166619
ENSDARG00000078868,ENSG00000125895
ENSDARG00000034650,ENSG00000164434
ENSDARG00000053110,ENSG00000135549
ENSDARG00000022652,ENSG00000125818
ENSDARG00000068973,ENSG00000131435
ENSDARG00000009106,ENSG00000111897
ENSDARG00000037501,ENSG00000149313
ENSDARG00000038593,ENSG00000101282
ENSDARG00000018040,ENSG00000170903
ENSDARG00000053624,ENSG00000182578
ENSDARG00000037496,ENSG00000152578
ENSDARG00000076787,ENSG00000101280
ENSDARG00000100844,ENSG00000106404
ENSDARG00000053097,ENSG00000025156
ENSDARG00000060246,ENSG00000108932
ENSDARG00000053619,ENSG00000213523
ENSDARG00000059523,ENSG00000101098
ENSDARG00000037924,ENSG00000120063
ENSDARG00000053617,ENSG00000070808
ENSDARG00000099430,ENSG00000085978
ENSDARG00000090883,ENSG00000011677
ENSDARG00000013078,ENSG00000166913
ENSDARG00000041799,ENSG00000152661
ENSDARG00000037925,ENSG00000108370
ENSDARG00000105131,ENSG00000166685
ENSDARG00000103740,ENSG00000165775
ENSDARG00000098242,ENSG00000185515
ENSDARG00000001557,ENSG00000104450
ENSDARG00000041734,ENSG00000146350
ENSDARG00000041736,ENSG00000103160
ENSDARG00000038378,ENSG00000130561
ENSDARG00000098719,ENSG00000181038
ENSDARG00000113739,ENSG00000278540
ENSDARG00000109267,ENSG00000187244
ENSDARG00000105225,ENSG00000153885
ENSDARG00000102165,ENSG00000092421
ENSDARG00000100401,ENSG00000164438
ENSDARG00000110510,ENSG00000182362
ENSDARG00000101462,ENSG00000136169
ENSDARG00000100290,ENSG00000176170
ENSDARG00000061147,ENSG00000020256
ENSDARG00000099056,ENSG00000167315
ENSDARG00000099205,ENSG00000146955
ENSDARG00000097691,ENSG00000259316
ENSDARG00000097691,ENSG00000166803
ENSDARG00000101415,ENSG00000113302
ENSDARG00000100651,ENSG00000115539
ENSDARG00000104128,ENSG00000205302
ENSDARG00000105179,ENSG00000061273
ENSDARG00000102395,ENSG00000145681
ENSDARG00000098258,ENSG00000118596
ENSDARG00000103577,ENSG00000100321
ENSDARG00000102733,ENSG00000128463
ENSDARG00000102793,ENSG00000108932
ENSDARG00000116378,ENSG00000149534
ENSDARG00000116378,ENSG00000149516
ENSDARG00000116378,ENSG00000166928
ENSDARG00000116378,ENSG00000166961
ENSDARG00000116378,ENSG00000166930
ENSDARG00000116378,ENSG00000204979
ENSDARG00000116378,ENSG00000214782
ENSDARG00000116378,ENSG00000166926
ENSDARG00000116378,ENSG00000110077
ENSDARG00000116378,ENSG00000156738
ENSDARG00000116378,ENSG00000166927
ENSDARG00000116378,ENSG00000172689
ENSDARG00000099653,ENSG00000175166
ENSDARG00000088825,ENSG00000122966
ENSDARG00000074646,ENSG00000145536
ENSDARG00000029356,ENSG00000172197
ENSDARG00000095896,ENSG00000248483
ENSDARG00000095896,ENSG00000185668
ENSDARG00000098968,ENSG00000081019
ENSDARG00000026376,ENSG00000122729
ENSDARG00000040523,ENSG00000135587
ENSDARG00000038537,ENSG00000100083
ENSDARG00000105053,ENSG00000185610
ENSDARG00000100927,ENSG00000101096
ENSDARG00000115712,ENSG00000151239
ENSDARG00000103459,ENSG00000167880
ENSDARG00000103459,ENSG00000214860
ENSDARG00000098859,ENSG00000087269
ENSDARG00000100143,ENSG00000070018
ENSDARG00000116353,ENSG00000134569
ENSDARG00000101908,ENSG00000127328
ENSDARG00000101908,ENSG00000258052
ENSDARG00000110110,ENSG00000134200
ENSDARG00000073822,ENSG00000144711
ENSDARG00000017595,ENSG00000108091
ENSDARG00000088356,ENSG00000139173
ENSDARG00000088466,ENSG00000166479
ENSDARG00000109337,ENSG00000188613
ENSDARG00000087303,ENSG00000221869
ENSDARG00000104818,ENSG00000172828
ENSDARG00000102655,ENSG00000136213
ENSDARG00000017211,ENSG00000164050
ENSDARG00000115101,ENSG00000183722
ENSDARG00000088123,ENSG00000171940
ENSDARG00000110756,ENSG00000166509
ENSDARG00000086169,ENSG00000167524
ENSDARG00000008772,ENSG00000108878
ENSDARG00000098733,ENSG00000130508
ENSDARG00000101579,ENSG00000120616
ENSDARG00000045968,ENSG00000104133
ENSDARG00000019265,ENSG00000166860
ENSDARG00000101631,ENSG00000140374
ENSDARG00000043798,ENSG00000149534
ENSDARG00000043798,ENSG00000149516
ENSDARG00000043798,ENSG00000166928
ENSDARG00000043798,ENSG00000166961
ENSDARG00000043798,ENSG00000166930
ENSDARG00000043798,ENSG00000204979
ENSDARG00000043798,ENSG00000214782
ENSDARG00000043798,ENSG00000166926
ENSDARG00000043798,ENSG00000110077
ENSDARG00000043798,ENSG00000156738
ENSDARG00000043798,ENSG00000166927
ENSDARG00000043798,ENSG00000172689
ENSDARG00000101618,ENSG00000101457
ENSDARG00000074636,ENSG00000099814
ENSDARG00000102312,ENSG00000185313
ENSDARG00000101967,ENSG00000130540
ENSDARG00000099961,ENSG00000176171
ENSDARG00000109783,ENSG00000144847
ENSDARG00000088999,ENSG00000101574
ENSDARG00000104530,ENSG00000180357
ENSDARG00000052368,ENSG00000175416
ENSDARG00000102305,ENSG00000177868
ENSDARG00000112526,ENSG00000141968
ENSDARG00000086616,ENSG00000179934
ENSDARG00000101150,ENSG00000146955
ENSDARG00000014246,ENSG00000204301
ENSDARG00000061303,ENSG00000104044
ENSDARG00000021566,ENSG00000163982
ENSDARG00000116863,ENSG00000177363
ENSDARG00000110500,ENSG00000105662
ENSDARG00000079000,ENSG00000067369
ENSDARG00000079839,ENSG00000197070
ENSDARG00000075709,ENSG00000119013
ENSDARG00000104765,ENSG00000149554
ENSDARG00000044935,ENSG00000158104
ENSDARG00000077330,ENSG00000125089
ENSDARG00000076111,ENSG00000151233
ENSDARG00000075616,ENSG00000147669
ENSDARG00000032601,ENSG00000172264
ENSDARG00000077590,ENSG00000180801
ENSDARG00000023236,ENSG00000284299
ENSDARG00000023236,ENSG00000143473
ENSDARG00000023236,ENSG00000283952
ENSDARG00000103453,ENSG00000162300
ENSDARG00000110838,ENSG00000186094
ENSDARG00000052658,ENSG00000196850
ENSDARG00000077559,ENSG00000111912
ENSDARG00000074752,ENSG00000108924
ENSDARG00000112056,ENSG00000152767
ENSDARG00000101952,ENSG00000060642
ENSDARG00000102759,ENSG00000151952
