Gene stable ID,Gene name
ENSRNOG00000004989,Cst8
ENSRNOG00000003600,Pnpt1
ENSRNOG00000033638,AABR07025743.1
ENSRNOG00000029910,Golga4
ENSRNOG00000060389,AABR07017763.2
ENSRNOG00000027296,Pcdhga6
ENSRNOG00000055455,Ly49si3
ENSRNOG00000007100,Ccdc136
ENSRNOG00000048637,Olr1022
ENSRNOG00000017899,Akr7a3
ENSRNOG00000010031,Vtn
ENSRNOG00000018247,Dhx58
ENSRNOG00000024140,Sft2d1
ENSRNOG00000027837,AABR07041232.1
ENSRNOG00000001253,Eif3b
ENSRNOG00000006490,Neo1
ENSRNOG00000060020,C1ql4
ENSRNOG00000005505,Wbp11
ENSRNOG00000026086,Calhm3
ENSRNOG00000047741,E2f2
ENSRNOG00000005861,Hsd11b1
ENSRNOG00000060310,LOC688815
ENSRNOG00000018741,Zfp318
ENSRNOG00000054250,Fam186b
ENSRNOG00000024479,Klhl34
ENSRNOG00000060956,Zfp706
ENSRNOG00000054945,AABR07015081.2
ENSRNOG00000054514,Mkln1
ENSRNOG00000011201,Cmtm8
ENSRNOG00000015630,Cct7
ENSRNOG00000057295,AABR07065424.1
ENSRNOG00000017595,Rsu1
ENSRNOG00000022482,Trappc11
ENSRNOG00000020072,Pcdhb9
ENSRNOG00000053685,U1
ENSRNOG00000007238,LOC297756
ENSRNOG00000059453,Fcsk
ENSRNOG00000056890,AABR07063649.2
ENSRNOG00000010083,Prpsap1
ENSRNOG00000059885,AABR07052199.1
ENSRNOG00000010553,Pnma1
ENSRNOG00000018803,Mrtfa
ENSRNOG00000049628,AABR07047323.1
ENSRNOG00000018977,Ap3d1
ENSRNOG00000052391,Sh3bp5
ENSRNOG00000052787,Rsl24d1
ENSRNOG00000000943,AC136867.1
ENSRNOG00000046713,AC096930.1
ENSRNOG00000055907,U6
ENSRNOG00000020394,Mcmbp
ENSRNOG00000008523,Faf1
ENSRNOG00000057926,LOC691030
ENSRNOG00000009252,Poldip2
ENSRNOG00000052835,7SK
ENSRNOG00000002471,Polq
ENSRNOG00000010319,Lcp1
ENSRNOG00000046762,LOC100912388
ENSRNOG00000027920,AABR07054352.1
ENSRNOG00000051870,AC113710.2
ENSRNOG00000010156,Snapc5
ENSRNOG00000023271,Parl
ENSRNOG00000060362,AC131360.3
ENSRNOG00000054940,AC144660.2
ENSRNOG00000024445,Slx4
ENSRNOG00000034905,5S_rRNA
ENSRNOG00000060637,AC112801.2
ENSRNOG00000060568,Ptpn21
ENSRNOG00000059291,U1
ENSRNOG00000032106,AABR07019102.1
ENSRNOG00000045969,LOC103693022
ENSRNOG00000021370,Ccdc69
ENSRNOG00000018646,Hbegf
ENSRNOG00000025200,LOC102553785
ENSRNOG00000061723,U6
ENSRNOG00000005464,Lgalsl
ENSRNOG00000052284,U6
ENSRNOG00000001618,Ripk4
ENSRNOG00000047294,AABR07043115.1
ENSRNOG00000057873,AABR07067370.2
ENSRNOG00000047817,Enox1
ENSRNOG00000021972,LOC100361016
ENSRNOG00000050433,AABR07045140.1
ENSRNOG00000061228,7SK
ENSRNOG00000047948,AC107446.2
ENSRNOG00000000589,RGD1310495
ENSRNOG00000041270,AABR07007517.1
ENSRNOG00000045582,Olr1583
ENSRNOG00000053836,AABR07061261.1
ENSRNOG00000049272,AABR07048303.1
ENSRNOG00000061025,AABR07015467.1
ENSRNOG00000058577,LOC100909501
ENSRNOG00000016587,Ninj1
ENSRNOG00000016678,Angptl2
ENSRNOG00000002972,Spata46
ENSRNOG00000011690,Rmdn3
ENSRNOG00000053968,AABR07019086.1
ENSRNOG00000028236,RGD1309104
ENSRNOG00000020400,Mef2b
ENSRNOG00000057133,AABR07034455.2
ENSRNOG00000003054,AABR07037009.1
ENSRNOG00000056636,LOC108352627
ENSRNOG00000014358,Zic5
ENSRNOG00000024178,Cenpt
ENSRNOG00000058550,AABR07035780.4
ENSRNOG00000021882,Tmed9
ENSRNOG00000020562,Slc22a18
ENSRNOG00000022202,Trappc8
ENSRNOG00000050992,Olr308
ENSRNOG00000011175,Hnrnpa2b1
ENSRNOG00000057744,AC112355.1
ENSRNOG00000001554,RGD1563888
ENSRNOG00000054109,AC141516.1
ENSRNOG00000056161,AABR07036406.2
ENSRNOG00000001027,LOC100363064
ENSRNOG00000049054,Ntsr2
ENSRNOG00000053874,AABR07058410.2
ENSRNOG00000050860,Abcb11
ENSRNOG00000058047,AABR07000733.1
ENSRNOG00000053087,AABR07013676.1
ENSRNOG00000042932,Ttc27
ENSRNOG00000013291,Cyp2c23
ENSRNOG00000051375,AABR07028499.1
ENSRNOG00000012545,Olr1612
ENSRNOG00000024239,Fam89b
ENSRNOG00000061099,AABR07033324.1
ENSRNOG00000010427,Ipo7
ENSRNOG00000029811,Kcne2
ENSRNOG00000049017,Mir6316
ENSRNOG00000003721,Paqr4
ENSRNOG00000059069,AABR07061378.1
ENSRNOG00000022067,Tlr5
ENSRNOG00000059846,U7
ENSRNOG00000018752,Clcf1
ENSRNOG00000052704,Atp6v0a2
ENSRNOG00000030662,Olr459
ENSRNOG00000054803,AABR07058706.2
ENSRNOG00000053357,Olr1323
ENSRNOG00000004814,Elob
ENSRNOG00000056414,U4
ENSRNOG00000049729,Olr1160
ENSRNOG00000001949,Smr3a
ENSRNOG00000053395,Olr505
ENSRNOG00000011946,Ptn
ENSRNOG00000032778,Bub1
ENSRNOG00000044867,5S_rRNA
ENSRNOG00000016247,Daw1
ENSRNOG00000005033,Acvr1
ENSRNOG00000054677,Stath
ENSRNOG00000001875,Smpd4
ENSRNOG00000051416,AABR07071000.1
ENSRNOG00000061400,U2
ENSRNOG00000053607,Fam217b
ENSRNOG00000053071,SNORA70
ENSRNOG00000046686,LOC100910906
ENSRNOG00000031385,Prss3
ENSRNOG00000048014,Fpr-rs6
ENSRNOG00000046655,AABR07051395.1
ENSRNOG00000050745,AABR07030183.1
ENSRNOG00000000186,Tst
ENSRNOG00000006827,Tmem198b
ENSRNOG00000042451,Ddx59
ENSRNOG00000059102,U1
ENSRNOG00000057852,Cacng6
ENSRNOG00000053277,U1
ENSRNOG00000020205,Agrn
ENSRNOG00000032735,Srek1
ENSRNOG00000024726,LOC108348070
ENSRNOG00000036249,Mir485
ENSRNOG00000058286,LOC682419
ENSRNOG00000013826,AABR07042866.1
ENSRNOG00000012987,Ptk6
ENSRNOG00000031726,Oas1e
ENSRNOG00000030210,Fndc1
ENSRNOG00000008353,Iqch
ENSRNOG00000014886,Fam107b
ENSRNOG00000061022,AC108312.2
ENSRNOG00000008151,Plscr4
ENSRNOG00000059974,AABR07053283.1
ENSRNOG00000011424,Cldn23
ENSRNOG00000051552,AABR07012081.1
ENSRNOG00000015368,Pdilt
ENSRNOG00000033150,Olr1179
ENSRNOG00000060296,LOC102556295
ENSRNOG00000014330,Pcmt1
ENSRNOG00000060886,AABR07068949.1
ENSRNOG00000021798,Pglyrp4
ENSRNOG00000057637,AC141573.1
ENSRNOG00000046262,3110082J24Rik
ENSRNOG00000055380,AABR07013304.1
ENSRNOG00000055059,AABR07071746.2
ENSRNOG00000000661,Hps4
ENSRNOG00000034012,Klk12
ENSRNOG00000015703,Hypk
ENSRNOG00000016645,Sfmbt1
ENSRNOG00000010286,Cast
ENSRNOG00000026944,Gpr150
ENSRNOG00000047922,AABR07046628.1
ENSRNOG00000018914,Napg
ENSRNOG00000005478,Fkbp9
ENSRNOG00000033928,LOC103694397
ENSRNOG00000004216,Lrr1
ENSRNOG00000013040,Ddx31
ENSRNOG00000017757,AC132020.1
ENSRNOG00000026447,Disp3
ENSRNOG00000042259,AABR07071731.1
ENSRNOG00000013239,Tle4
ENSRNOG00000031328,Zfp110
ENSRNOG00000003244,Ltc4s
ENSRNOG00000048885,LOC100359968
ENSRNOG00000013077,Olr360
ENSRNOG00000004304,Syap1
ENSRNOG00000047459,H1f4
ENSRNOG00000016538,Itga8
ENSRNOG00000011091,Ferd3l
ENSRNOG00000060043,7SK
ENSRNOG00000016062,Snta1
ENSRNOG00000011542,Coa8
ENSRNOG00000046182,Olr1395
ENSRNOG00000050956,Mir6330
ENSRNOG00000020124,Lrrc51
ENSRNOG00000056546,U6
ENSRNOG00000061191,AABR07042293.2
ENSRNOG00000002385,Prg4
ENSRNOG00000056946,Scaf1
ENSRNOG00000006541,Nup107
ENSRNOG00000008567,Mos
ENSRNOG00000041292,AABR07041787.1
ENSRNOG00000021006,Tmem147
ENSRNOG00000060151,AABR07060071.1
ENSRNOG00000019142,Fas
ENSRNOG00000050378,Pcdha4
ENSRNOG00000014186,Zswim9
ENSRNOG00000020956,Bcat2
ENSRNOG00000057172,Gm24262
ENSRNOG00000051881,AABR07010575.1
ENSRNOG00000011497,Aldh1b1
ENSRNOG00000053018,SNORA70
ENSRNOG00000057339,AABR07036323.1
ENSRNOG00000020356,Zfp846
ENSRNOG00000003832,Vash2
ENSRNOG00000011884,Golga2
ENSRNOG00000056696,AABR07065532.13
ENSRNOG00000042680,Krtap14l
ENSRNOG00000047682,AABR07065031.1
ENSRNOG00000011771,Ptp4a1
ENSRNOG00000001691,Cldn14
ENSRNOG00000007706,Prkaa2
ENSRNOG00000060923,SNORD115
ENSRNOG00000010478,LOC299282
ENSRNOG00000043471,Krtap8-1
ENSRNOG00000045720,LOC103690168
ENSRNOG00000012549,Hs2st1
ENSRNOG00000044415,5S_rRNA
ENSRNOG00000061613,AABR07060341.3
ENSRNOG00000048822,AABR07009395.1
ENSRNOG00000005551,Derl1
ENSRNOG00000030705,Cpsf1
ENSRNOG00000012550,Uqcrh
ENSRNOG00000046172,Sf3b6
ENSRNOG00000058969,U6
ENSRNOG00000057482,AABR07030657.1
ENSRNOG00000011366,Pigs
ENSRNOG00000056096,AABR07045510.1
ENSRNOG00000057982,Mir3585
ENSRNOG00000001686,Hlcs
ENSRNOG00000008319,Ccdc130
ENSRNOG00000053531,AABR07053953.1
ENSRNOG00000061633,U4
ENSRNOG00000056018,AABR07056390.1
ENSRNOG00000039680,Gpr15
ENSRNOG00000060646,AABR07055733.1
ENSRNOG00000059299,AABR07036067.1
ENSRNOG00000019430,Coro1a
ENSRNOG00000005958,Rrbp1
ENSRNOG00000061490,AABR07056605.1
ENSRNOG00000049240,AABR07006090.1
ENSRNOG00000058861,AABR07039697.1
ENSRNOG00000060935,Gm22347
ENSRNOG00000007083,Gpn2
ENSRNOG00000052831,AABR07040629.1
ENSRNOG00000012515,Olr1630
ENSRNOG00000046549,AC099294.2
ENSRNOG00000058764,AABR07028039.1
ENSRNOG00000055443,U6
ENSRNOG00000055298,Vom2r80
ENSRNOG00000058612,U6
ENSRNOG00000008748,Pex2
ENSRNOG00000021628,Wdr89
ENSRNOG00000019082,LOC103690016
ENSRNOG00000049642,Smim5
ENSRNOG00000000321,Cd24
ENSRNOG00000037220,AABR07031089.1
ENSRNOG00000052341,U6
ENSRNOG00000009086,Apcs
ENSRNOG00000012404,Thrsp
ENSRNOG00000056497,U1
ENSRNOG00000008279,Mrps15
ENSRNOG00000006499,Cops5
ENSRNOG00000058052,AABR07060915.1
ENSRNOG00000008159,Msantd3
ENSRNOG00000008184,Esrp1
ENSRNOG00000058756,AABR07027225.1
ENSRNOG00000043179,Psx1
ENSRNOG00000000507,Tulp1
ENSRNOG00000010719,Exosc10
ENSRNOG00000055978,U6
ENSRNOG00000058500,LOC103694908
ENSRNOG00000043588,AABR07061530.1
ENSRNOG00000044505,5S_rRNA
ENSRNOG00000032261,Cyp2d4
ENSRNOG00000004908,Smc6
ENSRNOG00000061580,U1
ENSRNOG00000030946,Olr586
ENSRNOG00000042634,Serpina12
ENSRNOG00000027520,Pls3
ENSRNOG00000031782,Col6a4
ENSRNOG00000023322,Ostc
ENSRNOG00000004602,Rnf145
ENSRNOG00000017908,Pnliprp1
ENSRNOG00000052355,7SK
ENSRNOG00000015180,Kdm8
ENSRNOG00000017981,Mcm10
ENSRNOG00000057657,AABR07060816.1
ENSRNOG00000021002,AABR07067812.1
ENSRNOG00000060083,AABR07031947.2
ENSRNOG00000011623,Rab3c
ENSRNOG00000058083,Metazoa_SRP
ENSRNOG00000058679,SNORD21
ENSRNOG00000020862,Ptpn23
ENSRNOG00000048326,Olr773
ENSRNOG00000059458,Tbc1d22b
ENSRNOG00000057547,7SK
ENSRNOG00000054585,AABR07016919.1
ENSRNOG00000054573,AABR07018262.2
ENSRNOG00000025239,Nudt15
ENSRNOG00000058226,AABR07051255.1
ENSRNOG00000053771,Itprip
ENSRNOG00000060259,AABR07033292.1
ENSRNOG00000059385,AABR07020905.1
ENSRNOG00000054104,AC127764.1
ENSRNOG00000008035,Cinp
ENSRNOG00000048539,Olr832
ENSRNOG00000060308,AC115420.4
ENSRNOG00000057258,AABR07067404.2
ENSRNOG00000023746,Tmem39b
ENSRNOG00000023492,Greb1l
ENSRNOG00000048704,AABR07032392.1
ENSRNOG00000060790,AC097575.2
ENSRNOG00000027016,Cobll1
ENSRNOG00000001733,Ppp1r2
ENSRNOG00000054943,AABR07027962.1
ENSRNOG00000014142,Ogfrl1
ENSRNOG00000020577,Pip5k1c
ENSRNOG00000058147,AABR07058804.1
ENSRNOG00000012419,Zscan29
ENSRNOG00000057243,AABR07071228.1
ENSRNOG00000032574,Scrib
ENSRNOG00000058841,Bag5l1
ENSRNOG00000056033,AC111632.2
ENSRNOG00000047444,AABR07017783.1
ENSRNOG00000030243,AABR07051892.1
ENSRNOG00000029147,Rbm11
ENSRNOG00000032799,AABR07043823.1
ENSRNOG00000000124,AABR07065970.1
ENSRNOG00000059579,Gpt2
ENSRNOG00000037167,Rtp3
ENSRNOG00000007427,Entpd6
ENSRNOG00000055281,Dcbld2
ENSRNOG00000008116,Plpp3
ENSRNOG00000014135,Rab11fip4
ENSRNOG00000013570,Rad54l2
ENSRNOG00000008360,Pcgf1
ENSRNOG00000032765,AABR07068536.1
ENSRNOG00000015708,E2f4
ENSRNOG00000014819,Hap1
ENSRNOG00000054698,AABR07066792.1
ENSRNOG00000033973,Ccdc177
ENSRNOG00000009155,Ndufs3
ENSRNOG00000021183,Rcor2l1
ENSRNOG00000030318,Gpr83
ENSRNOG00000055976,AABR07006866.1
ENSRNOG00000028460,Lrrc8e
ENSRNOG00000003386,Rbfox3
ENSRNOG00000016181,Tbx20
ENSRNOG00000012137,Ccdc84
ENSRNOG00000019525,Hspa9
ENSRNOG00000023614,Hsh2d
ENSRNOG00000011949,Ndufb5
ENSRNOG00000058252,Gm9999
ENSRNOG00000007808,Nap1l5
ENSRNOG00000012640,Dpp7
ENSRNOG00000033893,Cacna1h
ENSRNOG00000011528,Alg14
ENSRNOG00000027617,Ttc26
ENSRNOG00000042497,Mymx
ENSRNOG00000023935,Nrsn2
ENSRNOG00000029333,Echdc2
ENSRNOG00000024526,Ttc34
ENSRNOG00000020164,Ifitm10
ENSRNOG00000000062,Pcgf3
ENSRNOG00000001213,Aire
ENSRNOG00000014274,Trit1
ENSRNOG00000051993,Gdf10
ENSRNOG00000049801,AABR07065291.1
ENSRNOG00000058101,AABR07067387.1
ENSRNOG00000010430,Tmem40
ENSRNOG00000014529,Ube2q2
ENSRNOG00000038299,LOC100363193
ENSRNOG00000008421,Klhl5
ENSRNOG00000032590,Ttc28
ENSRNOG00000018407,Gjd4
ENSRNOG00000061139,Taf1a
ENSRNOG00000028380,Ccdc66
ENSRNOG00000021179,Naa40
ENSRNOG00000012630,Rhoc
ENSRNOG00000014368,Eif4g3
ENSRNOG00000019138,Clec11a
ENSRNOG00000047336,AABR07067246.1
ENSRNOG00000018241,Ank1
ENSRNOG00000008145,Traf3
ENSRNOG00000055103,Cftr
ENSRNOG00000018832,RGD1564854
ENSRNOG00000001317,Zfp68
ENSRNOG00000025359,Spesp1
ENSRNOG00000051816,Tigar
ENSRNOG00000015134,Map3k12
ENSRNOG00000039745,Pm20d1
ENSRNOG00000019627,Mybpc2
ENSRNOG00000039481,AABR07008300.1
ENSRNOG00000001654,Cpox
ENSRNOG00000022500,Rwdd4
ENSRNOG00000061150,AABR07067594.1
ENSRNOG00000039210,LOC502618
ENSRNOG00000018029,Doc2g
ENSRNOG00000047425,LOC100910939
ENSRNOG00000058905,AABR07062454.1
ENSRNOG00000015406,Pgm5
ENSRNOG00000059076,7SK
ENSRNOG00000001262,Spatc1l
ENSRNOG00000017489,Gse1
ENSRNOG00000018991,Gsn
ENSRNOG00000019791,Sipa1l2
ENSRNOG00000056899,SNORA70
ENSRNOG00000056177,AABR07010085.2
ENSRNOG00000032383,LOC100912340
ENSRNOG00000052487,SNORD73
ENSRNOG00000037894,AABR07068042.1
ENSRNOG00000047869,Olr1237
ENSRNOG00000014633,Vps28
ENSRNOG00000019598,Vegfa
ENSRNOG00000055858,Myb
ENSRNOG00000015177,Sun2
ENSRNOG00000018086,Slc22a8
ENSRNOG00000035686,5S_rRNA
ENSRNOG00000011397,LOC100910977
ENSRNOG00000052069,AABR07065673.1
ENSRNOG00000014293,Nkd1
ENSRNOG00000016975,Pxmp4
ENSRNOG00000056868,U6
ENSRNOG00000032195,LOC103695172
ENSRNOG00000029805,AABR07002774.2
ENSRNOG00000054205,U6
ENSRNOG00000007124,Krcc1
ENSRNOG00000019674,Mfsd13a
ENSRNOG00000037518,Hyi
ENSRNOG00000014891,Ptar1
ENSRNOG00000009506,Mre11
ENSRNOG00000048907,AABR07010563.1
ENSRNOG00000056995,Gm22268
ENSRNOG00000056545,LOC102552324
ENSRNOG00000033600,Zfp352
ENSRNOG00000052826,7SK
ENSRNOG00000020443,Tsks
ENSRNOG00000015734,Ube3a
ENSRNOG00000052776,AC136013.1
ENSRNOG00000030102,Mboat4
ENSRNOG00000020663,Pygo2
ENSRNOG00000020308,Ech1
ENSRNOG00000003567,Ppox
ENSRNOG00000011655,Dcaf10
ENSRNOG00000007067,Padi1
ENSRNOG00000009061,Cfap206
ENSRNOG00000061767,SNORD83
ENSRNOG00000003960,Cltrn
ENSRNOG00000005932,Megf9
ENSRNOG00000014637,Atxn10
ENSRNOG00000013736,C9
ENSRNOG00000060759,Gm25795
ENSRNOG00000047553,Olr1362
ENSRNOG00000024580,Mamstr
ENSRNOG00000028114,Hbq1b
ENSRNOG00000048020,AABR07068711.1
ENSRNOG00000019688,Diaph1
ENSRNOG00000012115,LOC689599
ENSRNOG00000049101,AC120096.1
ENSRNOG00000002580,Trmt1l
ENSRNOG00000056153,Tent5b
ENSRNOG00000009581,Lce1m
ENSRNOG00000057688,AABR07049695.4
ENSRNOG00000008356,Myo5c
ENSRNOG00000049827,Arl14
ENSRNOG00000060198,AABR07035203.1
ENSRNOG00000059261,AABR07001700.2
ENSRNOG00000025502,Arhgef37
ENSRNOG00000016889,Fancc
ENSRNOG00000020054,LOC108348201
ENSRNOG00000003902,Fabp6
ENSRNOG00000059068,AABR07003001.2
ENSRNOG00000047329,Mtif3
ENSRNOG00000027299,Pcdhga5
ENSRNOG00000052917,Olr1664
ENSRNOG00000056064,AABR07004189.1
ENSRNOG00000053815,Olr741
ENSRNOG00000047218,Clic5
ENSRNOG00000054284,AABR07072639.2
ENSRNOG00000059316,AABR07052347.1
ENSRNOG00000057420,AABR07058233.1
ENSRNOG00000000606,Pcdh15
ENSRNOG00000012613,F13b
ENSRNOG00000061823,7SK
ENSRNOG00000030870,LOC102550396
ENSRNOG00000001293,Get4
ENSRNOG00000055234,LOC102555534
ENSRNOG00000013886,Fyb1
ENSRNOG00000051902,U1
ENSRNOG00000025051,Tal1
ENSRNOG00000019152,Trpc4ap
ENSRNOG00000061536,SNORA73
ENSRNOG00000061701,AABR07057590.1
ENSRNOG00000026302,Lrrn4cl
ENSRNOG00000054434,SNORA72
ENSRNOG00000058602,AABR07037715.1
ENSRNOG00000001375,Gal3st4
ENSRNOG00000037191,Umodl
ENSRNOG00000053838,SNORD115
ENSRNOG00000047265,AABR07072805.1
ENSRNOG00000009094,Nudt4
ENSRNOG00000049262,AABR07003935.10
ENSRNOG00000054372,7SK
ENSRNOG00000038600,Dnaaf3
ENSRNOG00000012219,Snrnp40
ENSRNOG00000029235,Sfmbt2
ENSRNOG00000016018,Olr124
ENSRNOG00000003881,Nit1
ENSRNOG00000050890,AABR07015510.1
ENSRNOG00000027916,Txndc2
ENSRNOG00000054044,AABR07007837.1
ENSRNOG00000041438,AABR07045391.1
ENSRNOG00000025792,Crk
ENSRNOG00000059535,7SK
ENSRNOG00000010645,Lgals3
ENSRNOG00000017194,Prdx1
ENSRNOG00000054693,AABR07057885.2
ENSRNOG00000056713,SNORD116
ENSRNOG00000060388,AABR07013860.4
ENSRNOG00000009114,Fam110b
ENSRNOG00000059798,U6
ENSRNOG00000000157,Atg12
ENSRNOG00000046102,AABR07003935.2
ENSRNOG00000049508,Mir6318
ENSRNOG00000022456,AABR07067339.1
ENSRNOG00000047138,AABR07042541.1
ENSRNOG00000042197,AABR07065792.1
ENSRNOG00000058125,AABR07055539.2
ENSRNOG00000055626,U4
ENSRNOG00000053791,AABR07017693.3
ENSRNOG00000061215,Crym
ENSRNOG00000058138,SNORD115
ENSRNOG00000060867,Rln1
ENSRNOG00000046355,Olfr122
ENSRNOG00000057922,U6
ENSRNOG00000059661,AC094643.3
ENSRNOG00000028341,Alkbh5
ENSRNOG00000060706,AABR07065531.29
ENSRNOG00000026891,AC093995.1
ENSRNOG00000061003,5S_rRNA
ENSRNOG00000055128,AABR07072452.1
ENSRNOG00000039528,Fam32a
ENSRNOG00000053166,U6
ENSRNOG00000054568,AABR07002782.1
ENSRNOG00000028619,Hoxc8
ENSRNOG00000061349,AABR07009034.1
ENSRNOG00000037430,Chfr
ENSRNOG00000057948,U6
ENSRNOG00000016108,Phlpp2
ENSRNOG00000061082,U1
ENSRNOG00000019158,AABR07061412.1
ENSRNOG00000042951,Xrn1
ENSRNOG00000023162,Ca14
ENSRNOG00000025404,Dppa4
ENSRNOG00000061850,Mir133a-2
ENSRNOG00000018760,Mpp7
ENSRNOG00000052270,AABR07038786.1
ENSRNOG00000053902,Metazoa_SRP
ENSRNOG00000061284,7SK
ENSRNOG00000049856,Zfp617
ENSRNOG00000052197,AABR07052859.1
ENSRNOG00000062079,AABR07047191.1
ENSRNOG00000008984,Irak1bp1
ENSRNOG00000055955,SNORA73
ENSRNOG00000042814,AABR07012856.1
ENSRNOG00000055681,AABR07002848.2
ENSRNOG00000001274,Vps29
ENSRNOG00000052048,U6
ENSRNOG00000016292,Pdzd9
ENSRNOG00000056406,Vom1r72
ENSRNOG00000057085,AABR07050288.1
ENSRNOG00000024763,LOC685431
ENSRNOG00000058479,AC126900.1
ENSRNOG00000060591,AABR07052750.2
ENSRNOG00000015257,Coro2b
ENSRNOG00000055687,AABR07035273.1
ENSRNOG00000056099,7SK
ENSRNOG00000023176,Kidins220
ENSRNOG00000014443,Pde5a
ENSRNOG00000052627,AABR07065566.1
ENSRNOG00000054359,Vom1r75
ENSRNOG00000061009,AABR07035790.2
ENSRNOG00000061397,Metazoa_SRP
ENSRNOG00000019587,Ptprn
ENSRNOG00000059117,AABR07009002.1
ENSRNOG00000056343,Lats2
ENSRNOG00000036492,rno-mir-679
ENSRNOG00000052488,AABR07036637.1
ENSRNOG00000053700,Spx
ENSRNOG00000037030,Aadacl4
ENSRNOG00000040383,AC115159.1
ENSRNOG00000060732,AABR07027235.2
ENSRNOG00000057641,AC133613.1
ENSRNOG00000057555,AABR07059974.1
ENSRNOG00000014462,Fnta
ENSRNOG00000026136,Tnfaip8
ENSRNOG00000001148,Rplp0
ENSRNOG00000056722,AABR07016578.3
ENSRNOG00000055707,AABR07043133.1
ENSRNOG00000052318,U7
ENSRNOG00000039975,Tpbpa
ENSRNOG00000060475,AABR07001555.1
ENSRNOG00000007632,Mss51
ENSRNOG00000055333,AABR07003040.1
ENSRNOG00000044078,5S_rRNA
ENSRNOG00000038155,Defb12
ENSRNOG00000057425,AC111678.2
ENSRNOG00000015916,Ttc38
ENSRNOG00000060840,AABR07005031.3
ENSRNOG00000057860,AABR07033869.1
ENSRNOG00000060992,U6
ENSRNOG00000013612,Crisp1
ENSRNOG00000054277,Capsl
ENSRNOG00000055838,AABR07025263.1
ENSRNOG00000054282,AABR07072203.1
ENSRNOG00000054947,U1
ENSRNOG00000013536,Cdc42
ENSRNOG00000047198,Tatdn1
ENSRNOG00000008039,Cul5
ENSRNOG00000057787,AABR07026986.1
ENSRNOG00000025233,Tcl1a
ENSRNOG00000014984,Dmwd
ENSRNOG00000053596,AABR07012195.1
ENSRNOG00000018616,Cdc42ep5
ENSRNOG00000058254,SNORA73
ENSRNOG00000060928,AABR07068285.1
ENSRNOG00000020941,Psenen
ENSRNOG00000058208,AABR07029452.1
ENSRNOG00000058385,U6
ENSRNOG00000039863,AC111647.1
ENSRNOG00000035548,Mir3596a
ENSRNOG00000051438,Tex28
ENSRNOG00000048411,Uhrf1
ENSRNOG00000015666,Abcc12
ENSRNOG00000046239,LOC100909612
ENSRNOG00000050347,Ptges3l
ENSRNOG00000011951,Plk2
ENSRNOG00000059308,AABR07047750.2
ENSRNOG00000061908,7SK
ENSRNOG00000054846,AABR07022393.1
ENSRNOG00000058535,AABR07044484.1
ENSRNOG00000042078,Icam4
ENSRNOG00000017165,Akr1e2
ENSRNOG00000046956,AABR07017676.2
ENSRNOG00000017180,Slc17a2
ENSRNOG00000014556,Cdh20
ENSRNOG00000047886,AABR07066059.1
ENSRNOG00000000387,Slc25a16
ENSRNOG00000023657,Gprin3
ENSRNOG00000055633,LOC100910067
ENSRNOG00000011317,Pkn2
ENSRNOG00000033680,Cyp2b1
ENSRNOG00000055576,AABR07053707.1
ENSRNOG00000057079,AABR07022813.1
ENSRNOG00000046576,LOC302192
ENSRNOG00000019973,Arl3
ENSRNOG00000061248,AABR07065531.32
ENSRNOG00000031773,Cngb1
ENSRNOG00000049938,Olr32
ENSRNOG00000016873,Msrb2
ENSRNOG00000014354,Cep95
ENSRNOG00000057872,U7
ENSRNOG00000039698,Prss22
ENSRNOG00000014791,Peg3
ENSRNOG00000006146,Trim54
ENSRNOG00000009687,Ccdc120
ENSRNOG00000049243,AABR07065656.3
ENSRNOG00000045939,AABR07062791.1
ENSRNOG00000059900,Bst2
ENSRNOG00000051380,LOC102554576
ENSRNOG00000014648,Efnb2
ENSRNOG00000007568,Spata6
ENSRNOG00000059588,AC113785.2
ENSRNOG00000055983,AABR07002258.1
ENSRNOG00000023533,Dipk1a
ENSRNOG00000020045,Drgx
ENSRNOG00000007793,Pnrc1
ENSRNOG00000015885,Olr105
ENSRNOG00000039058,Prl2c1
ENSRNOG00000055279,AC133821.1
ENSRNOG00000028598,Edar
ENSRNOG00000029087,Nap1l3
ENSRNOG00000051696,AABR07004221.1
ENSRNOG00000030677,AABR07044581.1
ENSRNOG00000004781,Crmp1
ENSRNOG00000057575,AABR07053717.1
ENSRNOG00000011680,Il16
ENSRNOG00000025126,Palb2
ENSRNOG00000045875,AABR07035650.1
ENSRNOG00000017740,LOC680432
ENSRNOG00000056219,Olr1
ENSRNOG00000013778,Bpifa3
ENSRNOG00000050315,Dcxr
ENSRNOG00000004820,Sar1b
ENSRNOG00000060549,LOC102552273
ENSRNOG00000051977,Mmrn2
ENSRNOG00000023679,Prdm5
ENSRNOG00000001868,LOC100911248
ENSRNOG00000045786,AABR07065693.1
ENSRNOG00000055791,AABR07067507.1
ENSRNOG00000012322,Pex7
ENSRNOG00000057834,LOC102553018
ENSRNOG00000049759,Nlrp2
ENSRNOG00000028779,Wfdc15b
ENSRNOG00000001520,Dlx1
ENSRNOG00000057234,AABR07071589.1
ENSRNOG00000009088,Txnrd1
ENSRNOG00000017998,S100z
ENSRNOG00000050469,LOC100912034
ENSRNOG00000026260,Rpl11
ENSRNOG00000026315,Taf7l
ENSRNOG00000003262,Cacng4
ENSRNOG00000029462,Defal1
ENSRNOG00000050316,Olr1700
